period,cusip,shrs,value_thousands,n_holders
2024-06-30,03589W102,107640091.0000,515940529.0000,195
2024-06-30,03662Q105,78531886.0000,24143915986.0000,1263
2024-06-30,03769M106,339375597.0000,38333619540.0000,1325
2024-06-30,039483102,380828731.0000,22212782434.0000,1435
2024-06-30,00770C101,11246236.0000,68103275.0000,102
2024-06-30,642045108,58086000.0000,1095939676.0000,254
2024-06-30,04956D107,87668273.0000,2392436359.0000,360
2024-06-30,052769106,193066744.0000,42601553821.0000,1676
2024-06-30,05465P101,42694872.0000,2781269530.0000,335
2024-06-30,070830104,213650375.0000,7483532391.0000,790
2024-06-30,07831C103,123595577.0000,6525294199.0000,645
2024-06-30,504922105,76527882.0000,14674482689.0000,1207
2024-06-30,53115L104,168304452.0000,3195800343.0000,484
2024-06-30,G61188101,143908721.0000,2190990931.0000,358
2024-06-30,535919500,133968320.0000,1129337586.0000,288
2024-06-30,N53745100,232228953.0000,21508530861.0000,1491
2024-06-30,55955D100,104320699.0000,1345473473.0000,394
2024-06-30,84265V105,66418367.0000,6029944517.0000,848
2024-06-30,L8681T102,120973623.0000,33757461653.0000,1196
2024-06-30,34385P108,270549608.0000,472630677.0000,202
2024-06-30,854502101,135497210.0000,9015275613.0000,1205
2024-06-30,858912108,82842522.0000,4593483815.0000,554
2024-06-30,879433829,92093520.0000,1850831453.0000,387
2024-06-30,88162F105,90209448.0000,307963148.0000,263
2024-06-30,883203101,158937559.0000,11607599255.0000,1008
2024-06-30,90400D108,88173373.0000,3433132080.0000,414
2024-06-30,904311107,168195112.0000,1043962772.0000,509
2024-06-30,922475108,127138169.0000,20736641105.0000,1277
2024-06-30,947890109,146969174.0000,5940355659.0000,670
2024-06-30,958102105,335443313.0000,23318275708.0000,1103
2024-06-30,96208T104,41075598.0000,6904840051.0000,654
2024-06-30,62855J104,92271993.0000,2069906944.0000,338
2024-06-30,65249B109,373214472.0000,8217226780.0000,732
2024-06-30,65249B208,83889447.0000,2203014945.0000,434
2024-06-30,629377508,201990830.0000,15088735569.0000,1109
2024-06-30,682189105,414318347.0000,27183159844.0000,1283
2024-06-30,69047Q102,211622609.0000,9625805601.0000,866
2024-06-30,71424F105,638714776.0000,9432989903.0000,672
2024-06-30,69331C108,1990453385.0000,33260346997.0000,997
2024-06-30,743315103,496371172.0000,99081909830.0000,2209
2024-06-30,74340W103,854457759.0000,86358507529.0000,2328
2024-06-30,74624M102,273986747.0000,16223045927.0000,968
2024-06-30,N72482149,150428912.0000,5815309036.0000,528
2024-06-30,759351604,62629415.0000,12238811674.0000,921
2024-06-30,778296103,291134067.0000,37539314750.0000,1550
2024-06-30,G8068L108,62334037.0000,4462323404.0000,412
2024-06-30,82836G102,22912898.0000,819088602.0000,243
2024-06-30,44891N208,73187866.0000,3287587450.0000,517
2024-06-30,45332Y109,53492714.0000,2490100654.0000,373
2024-06-30,457669307,175177026.0000,10454550685.0000,573
2024-06-30,459506101,234697305.0000,21335715017.0000,1270
2024-06-30,462726100,20090501.0000,179881981.0000,232
2024-06-30,115637209,173621410.0000,6944543103.0000,1095
2024-06-30,127387108,234718906.0000,68120991724.0000,1847
2024-06-30,13057Q305,72903354.0000,3654431710.0000,387
2024-06-30,143905107,10035082.0000,248041682.0000,193
2024-06-30,146869102,115822645.0000,12793433181.0000,583
2024-06-30,148806102,166011749.0000,8627218026.0000,711
2024-06-30,12510Q100,606994008.0000,5820573089.0000,468
2024-06-30,150870103,111926809.0000,14891355995.0000,971
2024-06-30,15135B101,521277435.0000,32715047947.0000,1373
2024-06-30,21874C102,199025424.0000,9119585485.0000,647
2024-06-30,219948106,65255899.0000,15548827690.0000,896
2024-06-30,23204X103,219585400.0000,951133996.0000,174
2024-06-30,26142V105,355197459.0000,12884859583.0000,1066
2024-06-30,343498101,141010624.0000,2858954983.0000,554
2024-06-30,690742101,77862106.0000,12702626082.0000,1074
2024-06-30,84470P109,16605380.0000,449594357.0000,229
2024-06-30,416515104,270064084.0000,24095520764.0000,1349
2024-06-30,526107107,25493121.0000,13176596723.0000,832
2024-06-30,553498106,32267234.0000,5528797164.0000,680
2024-06-30,960413102,33853151.0000,4780486867.0000,594
2024-06-30,49271V100,964500709.0000,30419698086.0000,1166
2024-06-30,817565104,123720809.0000,8092943993.0000,731
2024-06-30,21874A106,121940016.0000,1100612697.0000,242
2024-06-30,72703H101,95233900.0000,6567202537.0000,523
2024-06-30,205768302,99892041.0000,1001046208.0000,353
2024-06-30,243537107,24474329.0000,22920012225.0000,1244
2024-06-30,371901109,212428980.0000,6714660892.0000,777
2024-06-30,651587107,6082613.0000,2910673919.0000,476
2024-06-30,705573103,41001152.0000,2397010180.0000,436
2024-06-30,74736K101,84072716.0000,9292847927.0000,880
2024-06-30,75886F107,93829183.0000,93633592912.0000,1898
2024-06-30,871607107,132560969.0000,72371688944.0000,1828
2024-06-30,876030107,207288917.0000,8594444684.0000,913
2024-06-30,87901J105,150761979.0000,1930580655.0000,492
2024-06-30,92532F100,234953522.0000,104163229885.0000,2348
2024-06-30,G3421J106,160283728.0000,33500761345.0000,979
2024-06-30,382550101,250246676.0000,2723440555.0000,564
2024-06-30,693718108,354485153.0000,35257815568.0000,1459
2024-06-30,92556H206,445763277.0000,4335010984.0000,968
2024-06-30,723484101,113832291.0000,8216892662.0000,789
2024-06-30,929160109,120536776.0000,29023824295.0000,1236
2024-06-30,00508Y102,29914780.0000,6828365665.0000,709
2024-06-30,G6095L109,251201360.0000,17254029958.0000,1143
2024-06-30,184496107,48547819.0000,10179377379.0000,784
2024-06-30,20717M103,231573629.0000,6266027953.0000,575
2024-06-30,26603R106,35355583.0000,7043127862.0000,527
2024-06-30,37637K108,108275135.0000,5258889460.0000,525
2024-06-30,576323109,59290195.0000,6186134100.0000,605
2024-06-30,60937P106,67697161.0000,15444015087.0000,968
2024-06-30,553368101,105333522.0000,1242123761.0000,539
2024-06-30,65290E101,140763025.0000,6346997261.0000,642
2024-06-30,74275K108,128323221.0000,7783167990.0000,578
2024-06-30,82489W107,191347905.0000,1124099602.0000,366
2024-06-30,88076W103,87608969.0000,2961495609.0000,594
2024-06-30,96145D105,223408142.0000,10671152531.0000,868
2024-06-30,98419M100,213453904.0000,28067755895.0000,1742
2024-06-30,68375N103,182022350.0000,223242816.0000,309
2024-06-30,693475105,330356940.0000,49743018287.0000,2260
2024-06-30,74144T108,162379640.0000,18100880624.0000,1689
2024-06-30,237194105,114510023.0000,16764152258.0000,1305
2024-06-30,443201108,372440762.0000,26588417049.0000,1171
2024-06-30,02043Q107,119913036.0000,27156519654.0000,833
2024-06-30,03852U106,261096924.0000,8549866563.0000,587
2024-06-30,01741R102,132277319.0000,7042439129.0000,589
2024-06-30,172062101,104282136.0000,11922691794.0000,1271
2024-06-30,036752103,207217138.0000,101621006873.0000,2393
2024-06-30,29415C101,57579989.0000,69903240.0000,149
2024-06-30,320209109,74171286.0000,1600259185.0000,359
2024-06-30,759910102,14328035.0000,37945349.0000,89
2024-06-30,50181P100,4946746.0000,66706572.0000,116
2024-06-30,893641100,52989784.0000,65779976060.0000,1371
2024-06-30,00773U207,15353859.0000,99400132.0000,94
2024-06-30,00973Y108,71768876.0000,1534029731.0000,231
2024-06-30,01671P100,75597297.0000,70612932.0000,129
2024-06-30,03753U106,115360826.0000,4171727239.0000,404
2024-06-30,03828A101,103257653.0000,480814493.0000,124
2024-06-30,04635X102,55578904.0000,504920473.0000,145
2024-06-30,05338F306,771102.0000,9611070.0000,26
2024-06-30,10170A100,13842210.0000,52453350.0000,64
2024-06-30,816212302,3049535.0000,81977675.0000,88
2024-06-30,25056L103,32097352.0000,104365561.0000,137
2024-06-30,254604101,27574406.0000,1189637144.0000,180
2024-06-30,26818M108,110993416.0000,3806484879.0000,290
2024-06-30,28623U101,52134504.0000,140133285.0000,100
2024-06-30,29337E102,48320291.0000,1128053583.0000,144
2024-06-30,29479A108,203567476.0000,459367219.0000,169
2024-06-30,45166A102,82462228.0000,2732559910.0000,320
2024-06-30,45258J102,74707418.0000,1875746041.0000,301
2024-06-30,462222100,143213624.0000,5895049876.0000,515
2024-06-30,47103J105,44686151.0000,1825461457.0000,231
2024-06-30,640979100,63827359.0000,566353639.0000,134
2024-06-30,670703107,65581790.0000,4888629069.0000,274
2024-06-30,67576A100,137118589.0000,926021366.0000,211
2024-06-30,68062P106,57887407.0000,625279449.0000,191
2024-06-30,75383L102,25558517.0000,525927681.0000,40
2024-06-30,75943R102,126768739.0000,783252148.0000,271
2024-06-30,76155X100,168384940.0000,6304660714.0000,349
2024-06-30,77313F106,91198855.0000,1883969918.0000,283
2024-06-30,803607100,88257995.0000,13173590562.0000,721
2024-06-30,83086J200,24496746.0000,195798609.0000,82
2024-06-30,00773J202,50386454.0000,1174811445.0000,157
2024-06-30,86150R107,56119548.0000,755697867.0000,170
2024-06-30,89532M101,55906720.0000,166390617.0000,104
2024-06-30,92337R101,52992310.0000,1766760689.0000,255
2024-06-30,98401F105,63356400.0000,1094080743.0000,305
2024-06-30,98420N105,74109252.0000,2742635519.0000,311
2024-06-30,86881A100,141891205.0000,3340076811.0000,281
2024-06-30,871332102,38287771.0000,2395042737.0000,553
2024-06-30,879360105,42834592.0000,13568815099.0000,1000
2024-06-30,879369106,45658379.0000,8163125003.0000,803
2024-06-30,88033G407,92051242.0000,10587227539.0000,766
2024-06-30,880345103,17809747.0000,1643360771.0000,391
2024-06-30,880779103,65869596.0000,3524917966.0000,555
2024-06-30,88224Q107,45898332.0000,2538642154.0000,384
2024-06-30,887389104,58864546.0000,4291504497.0000,668
2024-06-30,87256C101,77202367.0000,8192641917.0000,543
2024-06-30,892672106,115865823.0000,9968206175.0000,688
2024-06-30,G8994E103,189699549.0000,59809668244.0000,1955
2024-06-30,89531P105,102858959.0000,7364296023.0000,758
2024-06-30,896095106,21073314.0000,817649480.0000,212
2024-06-30,898202106,41038223.0000,1191373891.0000,287
2024-06-30,023586100,7120591.0000,426049415.0000,274
2024-06-30,913903100,54369252.0000,9201158003.0000,792
2024-06-30,918090101,74744550.0000,1089436399.0000,343
2024-06-30,92047W101,123966700.0000,5135587611.0000,616
2024-06-30,922280102,112302583.0000,4928744197.0000,475
2024-06-30,92243G108,122540457.0000,8666306994.0000,431
2024-06-30,925550105,209405445.0000,1338152425.0000,464
2024-06-30,92854T100,112590254.0000,635778124.0000,204
2024-06-30,929566107,48808023.0000,1012582152.0000,362
2024-06-30,938824109,62121280.0000,1741622576.0000,344
2024-06-30,93627C101,49082014.0000,2943466343.0000,427
2024-06-30,G48833118,68404986.0000,6561313734.0000,707
2024-06-30,95082P105,47633036.0000,7166109811.0000,694
2024-06-30,957638109,90415360.0000,4736329582.0000,587
2024-06-30,G96629103,94067079.0000,23507009263.0000,990
2024-06-30,971378104,192525854.0000,6375342247.0000,621
2024-06-30,974155103,29689860.0000,11662436758.0000,783
2024-06-30,M98068105,46278148.0000,6313696416.0000,571
2024-06-30,977852102,140141859.0000,3119893795.0000,505
2024-06-30,98139A105,46746734.0000,3075724384.0000,445
2024-06-30,98423F109,46054401.0000,518095710.0000,203
2024-06-30,989207105,46769580.0000,13525413396.0000,1036
2024-06-30,98956A105,137726926.0000,2266416654.0000,350
2024-06-30,46269C102,101236599.0000,2472461111.0000,541
2024-06-30,465741106,45718443.0000,4175539587.0000,585
2024-06-30,47074L105,119083732.0000,1947242322.0000,264
2024-06-30,47103N106,160735332.0000,1827632732.0000,361
2024-06-30,02215L209,51043075.0000,2001811862.0000,283
2024-06-30,497266106,55979892.0000,6414889181.0000,595
2024-06-30,49803T300,198671401.0000,4135515794.0000,518
2024-06-30,48251W104,533190012.0000,53600884200.0000,1468
2024-06-30,49845K101,110717314.0000,2727651166.0000,197
2024-06-30,500643200,48702277.0000,3096723035.0000,492
2024-06-30,516544103,68298964.0000,5092038960.0000,659
2024-06-30,518415104,148920859.0000,7466017279.0000,681
2024-06-30,526057104,224233779.0000,32425755379.0000,1396
2024-06-30,531229771,20038947.0000,1268084971.0000,346
2024-06-30,536797103,27573193.0000,6856756544.0000,571
2024-06-30,538034109,167230016.0000,14973666160.0000,992
2024-06-30,501889208,253390085.0000,10144008940.0000,1007
2024-06-30,540424108,128928397.0000,8957258454.0000,878
2024-06-30,529043101,275881846.0000,2438334654.0000,437
2024-06-30,55616P104,210521912.0000,3701659654.0000,612
2024-06-30,558256103,40160697.0000,1321612175.0000,264
2024-06-30,55825T103,16760557.0000,3115279747.0000,456
2024-06-30,559663109,220548278.0000,5056190083.0000,517
2024-06-30,56600D107,127223465.0000,892328475.0000,328
2024-06-30,573075108,56374638.0000,1012841993.0000,314
2024-06-30,576485205,111916112.0000,5854160707.0000,691
2024-06-30,580589109,21580956.0000,2125532836.0000,320
2024-06-30,58506Q109,25470512.0000,9612966986.0000,907
2024-06-30,59001A102,35242508.0000,5277034793.0000,583
2024-06-30,592688105,19871861.0000,25692542011.0000,1185
2024-06-30,552848103,248163997.0000,4876861060.0000,564
2024-06-30,604749101,53108448.0000,1754822240.0000,240
2024-06-30,608190104,50442573.0000,5546954120.0000,654
2024-06-30,61174X109,636101221.0000,29230965400.0000,1383
2024-06-30,615394202,28228884.0000,4361793850.0000,500
2024-06-30,553530106,43543239.0000,3230456824.0000,600
2024-06-30,626717102,123134025.0000,4862341941.0000,629
2024-06-30,626755102,16737637.0000,7541629025.0000,785
2024-06-30,633707104,36795940.0000,1320173100.0000,244
2024-06-30,63633D104,27450088.0000,1786771235.0000,344
2024-06-30,63845R107,88075865.0000,1134739662.0000,299
2024-06-30,63947X101,112715590.0000,3401682099.0000,386
2024-06-30,62886E108,153297968.0000,1826485966.0000,499
2024-06-30,64125C109,93665413.0000,12191605370.0000,908
2024-06-30,65487K100,40335266.0000,437433535.0000,235
2024-06-30,629209305,77779279.0000,2475897720.0000,451
2024-06-30,637417106,165451594.0000,6848064364.0000,708
2024-06-30,668074305,58819471.0000,2836167376.0000,452
2024-06-30,67000B104,34814987.0000,5053948739.0000,466
2024-06-30,G6700G107,149868445.0000,11055984768.0000,988
2024-06-30,680665205,104582538.0000,4825621310.0000,629
2024-06-30,68235P108,52620578.0000,3207284423.0000,504
2024-06-30,68268W103,103402508.0000,4547546878.0000,562
2024-06-30,683344105,47404272.0000,9301385647.0000,755
2024-06-30,68404L201,173445588.0000,4410700990.0000,540
2024-06-30,671044105,15384250.0000,2065636122.0000,394
2024-06-30,691497309,16241021.0000,1485484129.0000,376
2024-06-30,69553P100,92456759.0000,2061716888.0000,354
2024-06-30,70435P102,77565153.0000,874396137.0000,298
2024-06-30,70438V106,43337673.0000,4177678569.0000,669
2024-06-30,70959W103,16984283.0000,2322500492.0000,518
2024-06-30,70975L107,35585728.0000,5680550673.0000,544
2024-06-30,71377A103,149805811.0000,9394807300.0000,662
2024-06-30,719405102,55109058.0000,1256840170.0000,403
2024-06-30,69343T107,20676486.0000,2112198339.0000,463
2024-06-30,72815G108,41073405.0000,80014200.0000,162
2024-06-30,737630103,67827364.0000,2616946191.0000,462
2024-06-30,74112D101,51030033.0000,3411066478.0000,467
2024-06-30,74164F103,50630429.0000,2286203097.0000,428
2024-06-30,74319R101,40024312.0000,1305507928.0000,386
2024-06-30,74340E103,88802728.0000,2373694434.0000,495
2024-06-30,69370C100,116682199.0000,17881815108.0000,946
2024-06-30,74736L109,62288752.0000,3585802944.0000,416
2024-06-30,74758T303,36873161.0000,4940533476.0000,673
2024-06-30,77634L105,244460276.0000,3044301531.0000,400
2024-06-30,750491102,61169499.0000,3406090238.0000,420
2024-06-30,753422104,62907081.0000,2570487386.0000,396
2024-06-30,754730109,153857648.0000,17757225281.0000,1094
2024-06-30,75524B104,30968271.0000,7154594804.0000,557
2024-06-30,758075402,100101744.0000,625782850.0000,297
2024-06-30,758750103,66782857.0000,8890397147.0000,627
2024-06-30,76118Y104,135161403.0000,2605295164.0000,597
2024-06-30,76171L106,58422020.0000,1356192229.0000,364
2024-06-30,76243J105,69303088.0000,2807098680.0000,256
2024-06-30,74965L101,140096461.0000,1212944782.0000,313
2024-06-30,G76279101,545757365.0000,5695764800.0000,403
2024-06-30,781154109,36764323.0000,1083435656.0000,174
2024-06-30,781846209,63157974.0000,2422152217.0000,384
2024-06-30,783859101,26228080.0000,836062600.0000,281
2024-06-30,00402L107,75089073.0000,3687325853.0000,521
2024-06-30,00404A109,96688202.0000,5705895153.0000,479
2024-06-30,00790R104,63831082.0000,9604899643.0000,785
2024-06-30,007973100,39838446.0000,4073186484.0000,455
2024-06-30,00130H105,690589708.0000,11565680502.0000,1058
2024-06-30,00123Q104,283866179.0000,2558276269.0000,648
2024-06-30,012348108,31585713.0000,2538185307.0000,426
2024-06-30,014491104,62212821.0000,1027572516.0000,346
2024-06-30,01748X102,16484096.0000,777172203.0000,306
2024-06-30,01749D105,107226294.0000,2880170005.0000,425
2024-06-30,G02602103,107328202.0000,7422457595.0000,770
2024-06-30,02665T306,326247605.0000,10992918645.0000,679
2024-06-30,001744101,43045452.0000,2019150696.0000,492
2024-06-30,03676C100,14979334.0000,559018295.0000,180
2024-06-30,03676B102,263395842.0000,3691661757.0000,605
2024-06-30,00187Y100,214375701.0000,7196791732.0000,500
2024-06-30,03831W108,179721499.0000,14317666409.0000,885
2024-06-30,G0450A105,330637530.0000,32098591504.0000,1172
2024-06-30,04041L106,24164760.0000,364638871.0000,207
2024-06-30,044186104,45749159.0000,4218954646.0000,576
2024-06-30,29109X106,29211115.0000,5564609175.0000,634
2024-06-30,G0585R106,48234658.0000,3622287631.0000,494
2024-06-30,047649108,39519141.0000,4955369856.0000,659
2024-06-30,053484101,128390607.0000,24789908806.0000,1081
2024-06-30,05352A100,649841544.0000,11646283856.0000,802
2024-06-30,05368V106,88536049.0000,3627026245.0000,471
2024-06-30,358054104,184372429.0000,2190783924.0000,336
2024-06-30,36467J108,243170992.0000,10536161442.0000,775
2024-06-30,361448103,35881122.0000,4604240599.0000,488
2024-06-30,668771108,523742770.0000,11983101264.0000,864
2024-06-30,L44385109,39184898.0000,5935421598.0000,596
2024-06-30,389375106,72949543.0000,364833241.0000,323
2024-06-30,39874R101,107596212.0000,2282905184.0000,342
2024-06-30,398905109,13774947.0000,3804693135.0000,519
2024-06-30,40171V100,82805284.0000,10953049403.0000,687
2024-06-30,404030108,28143185.0000,1210555541.0000,326
2024-06-30,407497106,36869719.0000,4081638519.0000,464
2024-06-30,421298100,237729397.0000,2860719394.0000,331
2024-06-30,423452101,106176131.0000,3677039110.0000,565
2024-06-30,403949100,150860711.0000,7470139364.0000,937
2024-06-30,431636109,197152134.0000,1651398375.0000,309
2024-06-30,436440101,222537146.0000,13653617518.0000,1068
2024-06-30,441593100,53315748.0000,6559584878.0000,621
2024-06-30,44267T102,46906132.0000,2994982142.0000,402
2024-06-30,447011107,147694999.0000,3238267117.0000,522
2024-06-30,44925C103,17538899.0000,2464216715.0000,422
2024-06-30,45167R104,73751347.0000,12579279866.0000,968
2024-06-30,453836108,34660754.0000,1693358983.0000,403
2024-06-30,45569U101,145873039.0000,891012313.0000,284
2024-06-30,45687V106,396211414.0000,31884421878.0000,1261
2024-06-30,457730109,31611581.0000,4070095269.0000,499
2024-06-30,45780R101,25242771.0000,4800331661.0000,554
2024-06-30,45784P101,69769982.0000,13751944259.0000,937
2024-06-30,45827U109,66511909.0000,2179723008.0000,295
2024-06-30,45828L108,156534057.0000,1509802544.0000,240
2024-06-30,46116X101,96343980.0000,6282160980.0000,555
2024-06-30,05464T104,40720566.0000,3236668692.0000,378
2024-06-30,114340102,54200544.0000,2635884409.0000,492
2024-06-30,057665200,29080331.0000,4272291527.0000,495
2024-06-30,06417N103,100063720.0000,3841528752.0000,631
2024-06-30,08265T208,121756497.0000,5809427579.0000,652
2024-06-30,088929104,280663461.0000,2279738789.0000,408
2024-06-30,09061G101,184230289.0000,14567966288.0000,831
2024-06-30,09073M104,155996187.0000,10272745047.0000,876
2024-06-30,05550J101,136998388.0000,11136569999.0000,788
2024-06-30,09227Q100,49343627.0000,3604514369.0000,431
2024-06-30,093712107,189393619.0000,2201356095.0000,453
2024-06-30,094235108,87137034.0000,1560396890.0000,362
2024-06-30,09581B103,512743471.0000,8875642621.0000,551
2024-06-30,09627Y109,66148231.0000,6237985079.0000,471
2024-06-30,101121101,157784956.0000,9426880888.0000,870
2024-06-30,113004105,296711483.0000,10901591763.0000,819
2024-06-30,11275Q107,94673907.0000,3134381907.0000,485
2024-06-30,11284V105,98073711.0000,2591017496.0000,539
2024-06-30,12008R107,109047109.0000,14451565817.0000,1143
2024-06-30,122017106,65101958.0000,14381434935.0000,808
2024-06-30,05605H100,84449232.0000,7183595911.0000,734
2024-06-30,127203107,81178744.0000,3907602152.0000,426
2024-06-30,12740C103,152705590.0000,4035775673.0000,436
2024-06-30,128246105,12928371.0000,283587109.0000,207
2024-06-30,12504L109,295537224.0000,25561398768.0000,1168
2024-06-30,15118V207,165793132.0000,8789367257.0000,823
2024-06-30,155923105,22252889.0000,431628841.0000,125
2024-06-30,156504300,27729865.0000,2208162098.0000,399
2024-06-30,15687V109,119913163.0000,1601582496.0000,355
2024-06-30,15872M104,178153319.0000,5286905630.0000,645
2024-06-30,159864107,52412615.0000,10097661004.0000,1009
2024-06-30,165167735,144193816.0000,9471954031.0000,702
2024-06-30,184499101,117586869.0000,306961500.0000,287
2024-06-30,18467V109,93121505.0000,1690438003.0000,325
2024-06-30,N20944109,797353030.0000,7414036772.0000,684
2024-06-30,12653C108,157114599.0000,3589171671.0000,483
2024-06-30,19247A100,30607467.0000,2159381644.0000,372
2024-06-30,19247G107,137325224.0000,9331227927.0000,696
2024-06-30,201723103,102089779.0000,5374964359.0000,653
2024-06-30,204166102,41556690.0000,4559608996.0000,531
2024-06-30,207410101,35655398.0000,2366403650.0000,446
2024-06-30,21044C107,44998728.0000,2376634901.0000,354
2024-06-30,216648501,191864142.0000,15491376838.0000,984
2024-06-30,217204106,784418720.0000,40227124724.0000,1633
2024-06-30,22002T108,116285157.0000,2804533955.0000,414
2024-06-30,21871X109,599498957.0000,16632644684.0000,545
2024-06-30,22160N109,390876340.0000,27930060035.0000,1153
2024-06-30,222070203,347107305.0000,3335645330.0000,490
2024-06-30,224441105,48116071.0000,2799559202.0000,527
2024-06-30,227046109,55298531.0000,7576600677.0000,741
2024-06-30,22822V101,398594410.0000,34944691188.0000,1680
2024-06-30,229050307,48998505.0000,318324998.0000,245
2024-06-30,25659T107,54551086.0000,4155084410.0000,639
2024-06-30,26701L100,98066370.0000,3813402169.0000,458
2024-06-30,268150109,283472201.0000,11530955957.0000,855
2024-06-30,26969P108,33744921.0000,6848108691.0000,774
2024-06-30,28618M106,222599749.0000,5310788028.0000,502
2024-06-30,26856L103,52499809.0000,10353192919.0000,852
2024-06-30,292554102,25687374.0000,1012258818.0000,279
2024-06-30,29275Y102,37395574.0000,3775685083.0000,568
2024-06-30,29362U104,152150740.0000,18245556946.0000,938
2024-06-30,29404K106,58478143.0000,3384811410.0000,400
2024-06-30,294600101,380378382.0000,4791241799.0000,533
2024-06-30,29472R108,176564504.0000,10323435263.0000,742
2024-06-30,29786A106,117590794.0000,6061367676.0000,880
2024-06-30,298736109,40851119.0000,3897056204.0000,570
2024-06-30,G3223R108,40306570.0000,14577092874.0000,938
2024-06-30,30034T103,72464367.0000,597694462.0000,305
2024-06-30,30226D106,122688362.0000,1579735962.0000,375
2024-06-30,G3323L100,37531843.0000,8721861442.0000,745
2024-06-30,313148306,7392798.0000,1248570264.0000,359
2024-06-30,31620M106,523450825.0000,38167902248.0000,1606
2024-06-30,337738108,515586545.0000,68241602031.0000,2341
2024-06-30,339750101,120416658.0000,11024772536.0000,671
2024-06-30,34354P105,124875033.0000,5536138598.0000,624
2024-06-30,34379V103,109548409.0000,1710862335.0000,313
2024-06-30,35138V102,46232415.0000,2133019189.0000,439
2024-06-30,78410G104,101086923.0000,18613847649.0000,1010
2024-06-30,80706P103,84906092.0000,636834697.0000,245
2024-06-30,816851109,571660249.0000,41778887458.0000,1547
2024-06-30,G8060N102,154885338.0000,5672015980.0000,580
2024-06-30,82452J109,67759577.0000,4856807307.0000,509
2024-06-30,826919102,32111329.0000,3304758540.0000,454
2024-06-30,82982L103,46309811.0000,4643101501.0000,593
2024-06-30,83001A102,90187533.0000,2835936450.0000,366
2024-06-30,83088M102,141239847.0000,14150553996.0000,1244
2024-06-30,83200N103,125369268.0000,5358251331.0000,546
2024-06-30,85209W109,54004025.0000,1900588326.0000,331
2024-06-30,78473E103,42676788.0000,5666270882.0000,517
2024-06-30,G8473T100,95096395.0000,19920884910.0000,1114
2024-06-30,86333M108,44993780.0000,2936298539.0000,486
2024-06-30,86614U100,122017061.0000,4074750756.0000,468
2024-06-30,256746108,212202511.0000,21043761866.0000,1116
2024-06-30,48020Q107,44744181.0000,8965781463.0000,670
2024-06-30,636180101,69187897.0000,3522481834.0000,648
2024-06-30,688239201,59037510.0000,5971089052.0000,696
2024-06-30,445658107,75597469.0000,10633627082.0000,928
2024-06-30,03937C105,24141441.0000,2469966781.0000,442
2024-06-30,426281101,66931446.0000,10510350303.0000,1230
2024-06-30,56400P706,137866316.0000,712127263.0000,293
2024-06-30,59540G107,7164879.0000,151069455.0000,132
2024-06-30,776696106,99303044.0000,47910769400.0000,1961
2024-06-30,141788109,84130061.0000,2137851770.0000,396
2024-06-30,149150104,51840165.0000,1814324114.0000,365
2024-06-30,165303108,18571944.0000,1705066271.0000,430
2024-06-30,674215207,57813496.0000,9297868257.0000,770
2024-06-30,171340102,212225913.0000,21234524340.0000,1794
2024-06-30,172755100,48744660.0000,5701968855.0000,584
2024-06-30,18482P103,9226970.0000,351202717.0000,204
2024-06-30,18539C204,74247476.0000,1761556815.0000,490
2024-06-30,125896100,278385449.0000,15553497927.0000,1270
2024-06-30,197236102,191359951.0000,3442180599.0000,541
2024-06-30,22207T101,37518628.0000,651602462.0000,253
2024-06-30,23282W605,135400427.0000,6674968350.0000,509
2024-06-30,24823R105,119587313.0000,2657687550.0000,332
2024-06-30,250565108,54064330.0000,336402127.0000,279
2024-06-30,252784301,212744269.0000,1743132417.0000,371
2024-06-30,253393102,52409344.0000,10519325482.0000,992
2024-06-30,25809K105,326539312.0000,33967938254.0000,1037
2024-06-30,25960P109,176762506.0000,2225309118.0000,392
2024-06-30,267475101,27873916.0000,4639949737.0000,471
2024-06-30,27579R104,125515328.0000,8357949465.0000,662
2024-06-30,28414H103,482318349.0000,6333794517.0000,600
2024-06-30,466313103,108826955.0000,11146555533.0000,1021
2024-06-30,477839104,33892654.0000,3013523256.0000,450
2024-06-30,48203R104,281522197.0000,9995226363.0000,816
2024-06-30,498894104,45999997.0000,3122784435.0000,532
2024-06-30,50060P106,18847772.0000,657594018.0000,292
2024-06-30,501242101,51698066.0000,2470968328.0000,424
2024-06-30,505336107,41096711.0000,1389802368.0000,345
2024-06-30,521865204,58055209.0000,6423805487.0000,690
2024-06-30,53220K504,17250900.0000,1399598005.0000,361
2024-06-30,533900106,44770002.0000,8066672920.0000,810
2024-06-30,55024U109,75999973.0000,3797718341.0000,553
2024-06-30,558868105,22614613.0000,6015158727.0000,382
2024-06-30,607828100,53890741.0000,5076535783.0000,511
2024-06-30,64049M209,125797695.0000,1607724763.0000,395
2024-06-30,66765N105,28965660.0000,1026348354.0000,360
2024-06-30,66987E206,189304927.0000,622878044.0000,269
2024-06-30,67098H104,145294654.0000,1455083464.0000,397
2024-06-30,695156109,80300416.0000,13796757944.0000,1160
2024-06-30,703395103,74898255.0000,1735139577.0000,452
2024-06-30,693282105,27949942.0000,991603908.0000,278
2024-06-30,58502B106,87375856.0000,651228053.0000,349
2024-06-30,70931T103,56745219.0000,672011311.0000,283
2024-06-30,71375U101,33089457.0000,2360104498.0000,380
2024-06-30,71742Q106,19988118.0000,314531340.0000,220
