date,spy_ret,payment_yield,cash_usd,n_payers,py_quintile,vix_lag,dow,month
2018-04-20,-0.0084794123,1.97522e-05,514099244.82,5,2,15.9600000381,4,4
2018-04-23,-0.0001499495,0.0001095262,2826507606.56,6,5,16.8799991608,0,4
2018-04-24,-0.0134673678,1.51493e-05,390894531.94,3,2,16.3400001526,1,4
2018-04-25,0.0024716475,7.74307e-05,1971022130.66,3,4,18.0200004578,2,4
2018-04-27,0.0009387556,0.0002513809,6480007916.6,6,5,16.2399997711,4,4
2018-04-30,-0.0076905305,0.0001039569,2682280012.18,8,5,15.4099998474,0,4
2018-05-01,0.001776875,2.07884e-05,532253682.97,5,2,15.9300003052,1,5
2018-05-04,0.0129464396,2.13748e-05,543358410.02,1,3,15.8999996185,4,5
2018-05-07,0.0033832962,0.0001022487,2632861049.75,4,5,14.7700004578,0,5
2018-05-08,0.0,3.82505e-05,988265879.66,2,3,14.75,1,5
2018-05-14,0.0004764701,9.349e-07,24692301.21,1,1,12.6499996185,0,5
2018-05-15,-0.006886969,7.12968e-05,1883894556.74,9,4,12.9300003052,1,5
2018-05-17,-0.0008447711,0.0001000442,2636330085.16,1,5,13.4200000763,3,5
2018-05-18,-0.0024999933,3.20146e-05,842923727.33,8,3,13.4300003052,4,5
2018-05-21,0.0075185517,8.70228e-05,2285529967.42,6,4,13.4200000763,0,5
2018-05-22,-0.0027801506,5.59751e-05,1481157572.81,7,4,13.0799999237,1,5
2018-05-23,0.0027511832,3.9843e-06,105134475.0,1,1,13.220000267,2,5
2018-05-24,-0.0020485718,7.5959e-06,200989140.3,1,1,12.5799999237,3,5
2018-05-25,-0.0023826757,4.5965e-05,1213743726.47,4,3,12.529999733,4,5
2018-05-29,-0.0115010287,0.0001765577,4651049082.02,10,5,13.220000267,1,5
2018-05-30,0.0133447197,3.8731e-06,100854493.84,1,1,17.0200004578,2,5
2018-05-31,-0.0061259051,3.4341e-06,90615882.61,1,1,14.9399995804,3,5
2018-06-01,0.0098176852,8.22345e-05,2156667673.28,9,4,15.4300003052,4,6
2018-06-04,0.0047514173,0.0002717583,7197054471.1,13,5,13.4600000381,0,6
2018-06-05,0.0007275817,8.41846e-05,2240079340.18,9,4,12.7399997711,1,6
2018-06-07,-0.0001081427,9.731e-07,26128482.78,1,1,11.6400003433,3,6
2018-06-08,0.0029563664,6.7932e-05,1823852915.68,5,4,12.1300001144,4,6
2018-06-11,0.0013300087,4.73208e-05,1274234082.48,8,4,12.1800003052,0,6
2018-06-12,0.0012924177,9.43973e-05,2545270643.43,7,5,12.3500003815,1,6
2018-06-14,0.0025177578,0.0001222459,3289893507.49,4,5,12.9399995804,3,6
2018-06-15,-0.0057403438,8.3688e-06,225788952.1,2,1,12.1199998856,4,6
2018-06-18,-0.0020568228,0.0001149766,3084245564.74,17,5,11.9799995422,0,6
2018-06-19,-0.0038327942,6.10422e-05,1634087924.82,6,4,12.3100004196,1,6
2018-06-20,0.0017059935,5.00122e-05,1333684630.81,5,4,13.3500003815,2,6
2018-06-22,0.0018232206,2.22756e-05,591310133.53,2,3,14.6400003433,4,6
2018-06-25,-0.0136128353,0.0001047368,2785333740.21,16,5,13.7700004578,0,6
2018-06-26,0.0022140447,4.84203e-05,1270143621.51,4,4,17.3299999237,1,6
2018-06-27,-0.0082842413,5.0973e-06,134006509.34,1,1,15.9200000763,2,6
2018-06-28,0.0057174996,2.70621e-05,705560799.99,1,3,17.9099998474,3,6
2018-06-29,0.0014396401,0.000133337,3496227322.47,9,5,16.8500003815,4,6
2018-07-02,0.0021379629,0.000234191,6149557179.02,23,5,16.0900001526,0,7
2018-07-03,-0.0035311981,7.70257e-05,2026921891.72,6,4,15.6000003815,1,7
2018-07-05,0.0081579605,5.2012e-06,136386755.83,1,1,16.1399993896,3,7
2018-07-06,0.0084582337,1.79191e-05,473707778.69,2,2,14.970000267,4,7
2018-07-09,0.0090043582,8.01443e-05,2136602754.41,3,4,13.3699998856,0,7
2018-07-10,0.0035984168,3.2639e-05,877973702.56,4,3,12.6899995804,1,7
2018-07-13,0.0007874905,1.18862e-05,321423956.15,3,2,12.5799999237,4,7
2018-07-16,-0.0008941665,9.50024e-05,2571058721.14,20,5,12.1800003052,0,7
2018-07-17,0.004045267,6.38969e-05,1727702329.42,9,4,12.8299999237,1,7
2018-07-18,0.0021035987,3.7968e-06,103075797.31,1,1,12.0600004196,2,7
2018-07-20,-0.0011428833,1.85158e-05,501830354.16,4,2,12.8699998856,4,7
2018-07-23,0.0018593376,0.0001332253,3606650485.99,7,5,12.8599996567,0,7
2018-07-24,0.0050320239,6.56178e-05,1779694443.96,4,4,12.6199998856,1,7
2018-07-25,0.0085225118,7.37706e-05,2010884938.68,3,4,12.4099998474,2,7
2018-07-27,-0.0067762509,0.0002339599,6416603232.36,6,5,12.1400003433,4,7
2018-07-30,-0.0052235134,8.7524e-05,2384173328.84,5,4,13.029999733,0,7
2018-07-31,0.0049293599,6.911e-06,187274587.07,3,1,14.2600002289,1,7
2018-08-03,0.0042848238,3.72717e-05,1018789472.49,3,3,12.1899995804,4,8
2018-08-06,0.0036671669,7.96035e-05,2185216243.82,7,4,11.6400003433,0,8
2018-08-07,0.0033023183,3.36696e-05,927662709.46,3,3,11.2700004578,1,8
2018-08-13,-0.0037434579,2.06519e-05,566041607.67,1,2,13.1599998474,0,8
2018-08-14,0.0063806726,1.58351e-05,432393182.34,1,2,14.779999733,1,8
2018-08-15,-0.0074674011,6.7085e-06,184351639.44,3,1,13.3100004196,2,8
2018-08-16,0.0080914145,9.66571e-05,2636330085.16,1,5,14.6400003433,3,8
2018-08-17,0.003520383,5.82999e-05,1603000325.4,7,4,13.4499998093,4,8
2018-08-20,0.0021399561,7.45762e-05,2057750066.74,5,4,12.6400003433,0,8
2018-08-21,0.0023453036,9.0771e-05,2509964627.1,9,5,12.4899997711,1,8
2018-08-22,-0.0005936401,7.4076e-06,205312029.53,2,1,12.8599996567,2,8
2018-08-23,-0.001327899,7.2559e-06,200989140.3,1,1,12.25,3,8
2018-08-24,0.0060184092,5.91684e-05,1636787948.9,5,4,12.4099998474,4,8
2018-08-27,0.0078953391,0.0001913119,5324157201.65,14,5,11.9899997711,0,8
2018-08-28,0.0004831757,0.0001339374,3756870273.68,6,5,12.1599998474,1,8
2018-08-29,0.005380786,3.5939e-06,100854493.84,1,1,12.5,2,8
2018-08-31,3.44808e-05,1.34301e-05,377384174.27,4,2,13.529999733,4,8
2018-09-04,-0.0017222969,0.0001132721,3183029670.58,8,5,12.8599996567,1,9
2018-09-05,-0.0026914143,3.4723e-06,97407251.68,1,1,13.1599998474,2,9
2018-09-07,-0.0019433563,5.61745e-05,1566855347.05,4,4,14.6499996185,4,9
2018-09-10,0.0017385257,7.8603e-05,2188183631.36,8,4,14.8800001144,0,9
2018-09-11,0.0032974025,1.11656e-05,311371887.16,4,2,14.1599998474,1,9
2018-09-12,0.000242198,9.9205e-06,277563410.61,2,2,13.220000267,2,9
2018-09-13,0.0059144697,0.0001172441,3281140276.5,3,5,13.1400003433,3,9
2018-09-14,0.0001719847,0.0001051292,2959501677.86,7,5,12.3699998856,4,9
2018-09-17,-0.0052943087,5.1596e-05,1452732062.08,14,4,12.0699996948,0,9
2018-09-18,0.0054261676,7.3711e-05,2064413197.31,11,4,13.6800003052,1,9
2018-09-19,0.0010656133,7.9657e-06,224304675.14,1,1,12.7899999619,2,9
2018-09-20,0.0081037887,4.0518e-06,114215170.68,2,1,11.75,3,9
2018-09-21,-0.005415888,3.1968e-06,90844096.63,1,1,11.8000001907,4,9
2018-09-24,-0.0033220359,0.0001842633,5207899633.79,17,5,11.6800003052,0,9
2018-09-25,-0.0009277336,8.41823e-05,2371371013.34,8,4,12.1999998093,1,9
2018-09-26,-0.0029922446,2.88192e-05,811067221.03,2,3,12.4200000763,2,9
2018-09-27,0.0027942512,2.51455e-05,705560799.99,1,3,12.8900003433,3,9
2018-09-28,0.0001031985,9.55604e-05,2688833859.0,10,5,12.4099998474,4,9
2018-10-01,0.0034741668,0.000199457,5612805045.31,20,5,12.1199998856,0,10
2018-10-02,-0.0005827766,0.0001133904,3201940165.26,12,5,12.0,1,10
2018-10-03,0.0005487847,4.8327e-06,136386755.83,1,1,12.0500001907,2,10
2018-10-05,-0.005596998,1.22307e-05,342661882.57,5,2,14.220000267,4,10
2018-10-08,0.0,4.27959e-05,1192281102.5,6,3,14.8199996948,0,10
2018-10-09,-0.001459292,2.75016e-05,766187633.78,3,3,15.6899995804,1,10
2018-10-12,0.0138883734,1.41285e-05,372214429.68,3,2,24.9799995422,4,10
2018-10-15,-0.0056170257,0.0001381969,3691344029.34,24,5,21.3099994659,0,10
2018-10-16,0.0218658897,4.64853e-05,1234682855.13,7,4,21.2999992371,1,10
2018-10-17,0.000178382,3.9606e-06,107496042.85,2,1,17.6200008392,2,10
2018-10-18,-0.0144411415,4.5759e-06,124219550.6,1,1,17.3999996185,3,10
2018-10-19,-0.0005426697,1.61279e-05,431491844.93,3,2,20.0599994659,4,10
2018-10-22,-0.0044886524,0.0001378662,3686513423.01,8,5,19.8899993896,0,10
2018-10-23,-0.0050908126,1.65791e-05,441331050.95,5,2,19.6399993896,1,10
2018-10-24,-0.0302985215,7.59276e-05,2010884938.68,3,4,20.7099990845,2,10
2018-10-29,-0.0055402755,9.099e-07,23369309.89,1,1,24.1599998474,0,10
2018-10-30,0.014818479,0.0001074203,2743568242.03,6,5,24.7000007629,1,10
2018-11-02,-0.0059229829,2.17199e-05,575025144.12,2,3,19.3400001526,4,11
2018-11-05,0.0055169367,7.79818e-05,2052306754.39,5,4,19.5100002289,0,11
2018-11-06,0.0063278846,1.87295e-05,495639352.98,2,2,19.9599990845,1,11
2018-11-09,-0.0097682361,2.11624e-05,574582893.68,1,2,16.7199993134,4,11
2018-11-12,-0.018685204,1.11721e-05,300372480.02,3,2,17.3600006104,0,11
2018-11-13,-0.0018711148,1.80841e-05,477123511.54,1,2,20.4500007629,1,11
2018-11-15,0.0104366272,0.000115533,3021670864.9,5,5,21.25,3,11
2018-11-16,0.0026006227,7.8317e-06,206968624.27,2,1,19.9799995422,4,11
2018-11-19,-0.0169144949,3.81677e-05,1011287515.36,4,3,18.1399993896,0,11
2018-11-20,-0.018506172,6.91727e-05,1801789591.14,6,4,20.1000003815,1,11
2018-11-21,0.003407519,8.0308e-06,205312029.53,2,1,22.4799995422,2,11
2018-11-23,-0.0066787,2.54482e-05,652818056.95,4,3,20.7999992371,4,11
2018-11-26,0.0161443495,0.0003157831,8046614165.33,17,5,21.5200004578,0,11
2018-11-27,0.0033644632,0.0001381302,3576583993.83,2,5,18.8999996185,1,11
2018-11-28,0.0230253086,3.882e-06,100854493.84,1,1,19.0200004578,2,11
2018-11-30,0.0060952728,2.80316e-05,743400409.56,4,3,18.7900009155,4,11
2018-12-03,0.0132414075,0.0002276474,6074024695.73,12,5,18.0699996948,0,12
2018-12-04,-0.0324023924,7.95132e-05,2149641190.78,7,4,16.4400005341,1,12
2018-12-06,-0.0015171273,1.407e-06,36806057.7,1,1,20.7399997711,3,12
2018-12-07,-0.0232359513,6.80231e-05,1776719014.45,7,4,21.1900005341,4,12
2018-12-10,0.0018970292,3.45754e-05,882101929.83,4,3,23.2299995422,0,12
2018-12-11,0.0002272032,2.32407e-05,594051623.76,6,3,22.6399993896,1,12
2018-12-12,0.0050353483,1.05142e-05,268812793.99,2,2,21.7600002289,2,12
2018-12-13,-0.0003390203,0.0001377072,3538438182.97,2,5,21.4599990845,3,12
2018-12-14,-0.0184647624,9.64415e-05,2477258951.65,4,5,20.6499996185,4,12
2018-12-17,-0.0196183844,0.000168612,4251107145.72,18,5,21.6299991608,0,12
2018-12-18,-0.0010964864,0.0001387429,3429409966.78,16,5,24.5200004578,1,12
2018-12-20,-0.0162779449,3.37503e-05,820835926.66,4,3,25.5799999237,3,12
2018-12-21,-0.026176321,4.6358e-06,110911625.85,2,1,28.3799991608,4,12
2018-12-24,-0.026422936,0.0001585072,3693014066.44,15,5,30.1100006104,0,12
2018-12-26,0.0505248635,1.49055e-05,338103170.78,2,2,36.0699996948,2,12
2018-12-27,0.007677369,1.04368e-05,248698947.08,1,2,30.4099998474,3,12
2018-12-28,-0.001289988,0.0001032705,2479740235.92,8,5,29.9599990845,4,12
2018-12-31,0.0087588221,0.0001123106,2693334227.23,17,5,28.3400001526,0,12
2019-01-02,0.0010403109,7.38658e-05,1786898909.89,3,4,25.4200000763,2,1
2019-01-03,-0.0238627634,1.35341e-05,327745918.47,1,2,23.2199993134,3,1
2019-01-04,0.0334957309,8.34361e-05,1972301867.74,6,4,25.4500007629,4,1
2019-01-07,0.0078846448,7.24068e-05,1768915833.48,4,4,21.3799991608,0,1
2019-01-08,0.0093953302,7.947e-07,19568126.17,1,1,21.3999996185,1,1
2019-01-11,0.0003863029,5.47748e-05,1372571860.58,2,4,19.5,4,1
2019-01-14,-0.0061009229,7.14431e-05,1790945909.38,8,4,18.1900005341,0,1
2019-01-15,0.0114608092,0.0001244038,3099544814.6,20,5,19.0699996948,1,1
2019-01-16,0.0024198382,2.46718e-05,621747367.71,1,3,18.6000003815,2,1
2019-01-18,0.0133100096,9.21272e-05,2344947947.04,13,5,18.0599994659,4,1
2019-01-23,0.0020924383,8.24009e-05,2096584715.73,5,4,20.7999992371,2,1
2019-01-25,0.0084614346,2.4266e-06,61903530.7,1,1,18.8899993896,4,1
2019-01-28,-0.0076002296,9.084e-07,23369309.89,1,1,17.4200000763,0,1
2019-01-29,-0.001326987,4.4664e-06,114029744.95,1,1,18.8700008392,1,1
2019-02-01,0.0004816244,0.0001042686,2724334421.8,6,5,16.5699996948,4,2
2019-02-04,0.0070354511,7.67572e-05,2006482840.01,5,4,16.1399993896,0,2
2019-02-05,0.0041918469,1.49501e-05,393555581.31,1,2,15.7299995422,1,2
2019-02-08,0.001221539,5.37e-08,1404464.49,1,1,16.3700008392,4,2
2019-02-11,0.0005545676,5.33691e-05,1397220644.15,5,4,15.720000267,0,2
2019-02-12,0.0128594008,2.76411e-05,724053209.18,2,3,15.970000267,1,2
2019-02-14,-0.0022182093,9.90437e-05,2636330085.16,1,5,15.6499996185,3,2
2019-02-15,0.0108972599,2.13753e-05,567702498.9,5,3,16.2199993134,4,2
2019-02-19,0.0017305801,9.21334e-05,2473617136.28,4,5,14.9099998474,1,2
2019-02-22,0.0061999897,3.83358e-05,1029432267.93,5,3,14.4600000381,4,2
2019-02-25,0.0013612322,0.0001174916,3174570310.12,5,5,13.5100002289,0,2
2019-02-26,-0.0007154468,0.0001818364,4919824195.78,10,5,14.8500003815,1,2
2019-02-27,-0.0004295973,4.5191e-06,122183308.78,1,1,15.1700000763,2,2
2019-02-28,-0.0018625341,4.6921e-06,126804864.98,2,1,14.6999998093,3,2
2019-03-01,0.006243795,7.10369e-05,1916220762.5,4,4,14.779999733,4,3
2019-03-04,-0.0036374705,0.0002242821,6087787784.33,15,5,13.5699996948,0,3
2019-03-05,-0.0013600748,6.74806e-05,1824993642.68,8,4,14.6300001144,1,3
2019-03-07,-0.0083654019,7.6225e-06,204621864.42,2,1,15.7399997711,3,3
2019-03-08,-0.0019999938,6.23076e-05,1658613479.32,4,4,16.5900001526,4,3
2019-03-11,0.0145012428,7.32985e-05,1947288218.92,10,4,16.0499992371,0,3
2019-03-12,0.003770966,3.20435e-05,863628656.71,10,3,14.3299999237,1,3
2019-03-13,0.0066192213,1.6452e-06,44508118.85,1,1,13.7700004578,2,3
2019-03-14,-0.0006397692,0.0001303403,3549491792.56,3,5,13.4099998474,3,3
2019-03-15,0.0005334823,0.0001201549,3270022730.76,4,5,13.5,4,3
2019-03-18,0.0036258541,0.0001629078,4435912040.4,17,5,12.8800001144,0,3
2019-03-19,0.0002479628,4.09883e-05,1120139924.53,8,3,13.1000003815,1,3
2019-03-20,-0.0030099367,1.55133e-05,424057169.56,4,2,13.5600004196,2,3
2019-03-21,0.0112947019,1.47431e-05,401789931.89,1,2,13.9099998474,3,3
2019-03-22,-0.0192463414,3.90255e-05,1075566217.01,6,3,13.6300001144,4,3
2019-03-25,-0.0007519837,0.0001295983,3503066825.6,17,5,16.4799995422,0,3
2019-03-26,0.0074540801,7.8407e-05,2117761047.19,8,4,16.3299999237,1,3
2019-03-27,-0.0052290881,1.3526e-06,36806057.7,1,1,14.6800003052,2,3
2019-03-28,0.0037904437,5.38216e-05,1456891069.57,2,4,15.1499996185,3,3
2019-03-29,0.0063055095,0.0001180782,3208362593.9,11,5,14.4300003052,4,3
2019-04-01,0.0118591598,0.0003126268,8548102767.02,31,5,13.7100000381,0,4
2019-04-02,0.0004898529,3.01133e-05,833146546.37,4,3,13.3999996185,1,4
2019-04-03,0.0015736343,4.9272e-06,136386755.83,1,1,13.3599996567,2,4
2019-04-05,0.0048402211,9.4246e-06,261982730.89,3,2,13.5799999237,4,4
2019-04-08,0.0007623842,4.42304e-05,1235458006.3,3,3,12.8199996948,0,4
2019-04-09,-0.0051248691,7.06682e-05,1975432696.43,3,4,13.1800003052,1,4
2019-04-10,0.0034109881,4.8186e-06,134006509.34,1,1,14.279999733,2,4
2019-04-12,0.0067659424,7.64947e-05,2134010276.98,3,4,13.0200004578,4,4
2019-04-15,-0.0006548195,0.0001298877,3648056136.39,23,5,12.0100002289,0,4
2019-04-16,0.0006552486,4.56394e-05,1281000353.14,8,3,12.3199996948,1,4
2019-04-17,-0.0024468964,3.8274e-06,107496042.85,2,1,12.1800003052,2,4
2019-04-18,0.0019691718,4.4336e-06,124219550.6,1,1,12.6000003815,3,4
2019-04-22,0.0008620095,0.0001282457,3600199011.17,9,5,12.0900001526,0,4
2019-04-23,0.0089916835,6.3279e-06,177795464.55,3,1,12.4200000763,1,4
2019-04-24,-0.0022193181,7.79298e-05,2209270556.85,4,4,12.279999733,2,4
2019-04-26,0.0046567914,1.64795e-05,465862030.98,3,2,13.25,4,4
2019-04-29,0.0015677429,2.55179e-05,724729245.31,3,3,12.7299995422,0,4
2019-04-30,0.000510409,9.65382e-05,2746060883.7,5,5,13.1099996567,1,4
2019-05-03,0.0097877814,1.75396e-05,494351932.29,2,2,14.4200000763,4,5
2019-05-06,-0.0041151973,1.3828e-05,393555581.31,1,2,12.8699998856,0,5
2019-05-10,0.0050233811,2.27524e-05,631320119.87,1,3,19.1000003815,4,5
2019-05-13,-0.0251302346,9.884e-07,27563499.02,1,1,16.0400009155,0,5
2019-05-14,0.0090436825,4.69468e-05,1276295585.09,4,4,20.5499992371,1,5
2019-05-15,0.0058574584,7.1624e-06,196478988.73,3,1,18.0599994659,2,5
2019-05-16,0.0092612596,0.0001007803,2780786528.19,1,5,16.4400005341,3,5
2019-05-17,-0.0064651227,4.1652e-05,1159929861.9,5,3,15.2899999619,4,5
2019-05-20,-0.0066120352,4.85822e-05,1344175993.22,6,4,15.9600000381,0,5
2019-05-21,0.0090156628,4.2241e-05,1160999031.93,4,3,16.3099994659,1,5
2019-05-22,-0.003071463,7.7106e-06,213836446.42,2,1,14.9499998093,2,5
2019-05-23,-0.0122185701,3.845e-06,106306088.1,1,1,14.75,3,5
2019-05-24,0.002268321,4.36151e-05,1191125431.41,5,3,16.9200000763,4,5
2019-05-28,-0.0093005336,0.0001719293,4706027420.7,9,5,15.8500003815,1,5
2019-05-30,0.0027311956,1.20914e-05,325685319.32,2,2,17.8999996185,3,5
2019-05-31,-0.0134752886,3.9885e-05,1077250233.75,4,3,17.2999992371,4,5
2019-06-03,-0.0025428914,0.0002904934,7740177409.48,17,5,18.7099990845,0,6
2019-06-04,0.0217066369,9.43622e-05,2507880416.99,10,5,18.8600006104,1,6
2019-06-07,0.0100070443,4.08214e-05,1125339438.16,4,3,15.9300003052,4,6
2019-06-10,0.0045889357,8.87136e-05,2470077164.74,10,5,16.2999992371,0,6
2019-06-11,-0.000242265,0.0001278672,3576578083.06,11,5,15.9399995804,1,6
2019-06-13,0.0041262591,0.0001283564,3583056370.42,3,5,15.9099998474,3,6
2019-06-14,-0.0011049686,2.91612e-05,817391343.78,4,3,15.8199996948,4,6
2019-06-17,0.0003802301,8.14797e-05,2281358836.44,12,4,15.279999733,0,6
2019-06-18,0.0104710192,0.0001161422,3253115374.08,15,5,15.3500003815,1,6
2019-06-19,0.0022571945,8.9657e-06,253756983.35,2,2,15.1499996185,2,6
2019-06-20,0.0095543159,6.0035e-06,170300186.2,2,1,14.3299999237,3,6
2019-06-21,-0.006286708,1.37123e-05,392690905.49,4,2,14.75,4,6
2019-06-24,-0.00122444,0.0001503903,4279795284.85,15,5,15.3999996185,0,6
2019-06-25,-0.0098079442,7.38644e-05,2099453558.13,7,4,15.2600002289,1,6
2019-06-26,-0.0009974155,1.5814e-06,44508118.85,1,1,16.2800006866,2,6
2019-06-27,0.003545973,5.18167e-05,1456891069.57,2,4,16.2099990845,3,6
2019-06-28,0.0051457976,7.00327e-05,1976039082.99,9,4,15.8199996948,4,6
2019-07-01,0.0090785108,0.0002196112,6228419772.74,27,5,15.0799999237,0,7
2019-07-02,0.0026043056,0.0001496875,4283847760.17,7,5,14.0600004196,1,7
2019-07-03,0.0079951259,4.7533e-06,136386755.83,1,1,12.9300003052,2,7
2019-07-05,-0.0011378727,1.01183e-05,292646437.43,3,2,12.5699996948,4,7
2019-07-08,-0.0054948207,7.42839e-05,2146034379.06,3,4,13.279999733,0,7
2019-07-09,0.0012465302,1.6263e-05,467251237.98,3,2,13.9600000381,1,7
2019-07-10,0.0047780305,4.6584e-06,134006509.34,1,1,14.0900001526,2,7
2019-07-12,0.0044769515,1.25964e-05,364941630.97,2,2,12.9300003052,4,7
2019-07-15,0.000332633,0.000135237,3935615142.55,24,5,12.3900003433,0,7
2019-07-16,-0.0032252742,4.52514e-05,1317325313.35,9,3,12.6800003052,1,7
2019-07-18,0.0036609,4.3102e-06,124219550.6,1,1,13.970000267,3,7
2019-07-19,-0.0055549082,1.50669e-05,435817282.68,3,2,13.529999733,4,7
2019-07-23,0.0071500669,9.03776e-05,2606077362.85,6,5,13.529999733,1,7
2019-07-24,0.0046995423,7.63202e-05,2216459798.31,4,4,12.6099996567,2,7
2019-07-26,0.0067000326,1.22691e-05,356278417.23,2,2,12.7399997711,4,7
2019-07-29,-0.0018211923,7.994e-07,23369309.89,1,1,12.1599998474,0,7
2019-07-30,-0.002454688,9.41076e-05,2746060883.7,5,5,12.8299999237,1,7
2019-07-31,-0.0109404381,1.8388e-06,53524081.3,1,1,13.9399995804,2,7
2019-08-02,-0.0075295118,1.2902e-06,36821783.83,1,1,17.8700008392,4,8
2019-08-05,-0.0300730912,8.13996e-05,2305591527.56,6,4,17.6100006104,0,8
2019-08-06,0.0140229031,3.08565e-05,847705775.34,2,3,24.5900001526,1,8
2019-08-07,0.0005907347,5.04e-08,1404464.49,1,1,20.1700000763,2,8
2019-08-09,-0.0068115252,2.02167e-05,574582893.68,1,2,16.9099998474,4,8
2019-08-12,-0.0121733347,2.64657e-05,747062989.93,3,3,17.9699993134,0,8
2019-08-13,0.0155517074,2.01574e-05,562068679.31,2,2,21.0900001526,1,8
2019-08-15,0.0026417753,0.0001083805,2978327515.98,4,5,22.1000003815,3,8
2019-08-16,0.0147550054,8.849e-07,24381921.95,1,1,21.1800003052,4,8
2019-08-19,0.0120477078,8.32223e-05,2326848846.35,4,4,18.4699993134,0,8
2019-08-20,-0.0076625401,6.45772e-05,1827293679.18,7,4,16.8799991608,1,8
2019-08-22,-0.0003078367,1.92705e-05,545507697.86,4,2,15.8000001907,3,8
2019-08-23,-0.0256874389,5.92603e-05,1677016362.23,5,4,16.6800003052,4,8
2019-08-26,0.0110584302,0.0001877784,5177471732.12,10,5,19.8700008392,0,8
2019-08-27,-0.0039236281,1.56453e-05,436146751.98,6,2,19.3199996948,1,8
2019-08-30,-0.0004442353,0.0001372818,3887883839.67,4,5,17.8799991608,4,8
2019-09-03,-0.0058472282,0.0001975767,5592979708.89,7,5,18.9799995422,1,9
2019-09-04,0.0113504107,7.4588e-06,209907335.23,2,1,19.6599998474,2,9
2019-09-06,0.000772213,6.85395e-05,1975835542.21,7,4,16.2700004578,4,9
2019-09-09,0.0005033532,3.46386e-05,999321444.91,4,3,15.0,0,9
2019-09-10,-0.0002347663,2.89814e-05,836532201.37,7,3,15.2700004578,1,9
2019-09-11,0.0071109754,9.0855e-06,262187203.22,1,2,15.1999998093,2,9
2019-09-12,0.0034638086,0.0001233654,3585356749.03,3,5,14.6099996567,3,9
2019-09-13,-0.0006638528,0.0001189256,3468292833.92,7,5,14.220000267,4,9
2019-09-16,-0.0030887532,8.46989e-05,2468481052.8,15,4,13.7399997711,0,9
2019-09-17,0.0025320154,8.47858e-05,2463383502.18,13,4,14.6700000763,1,9
2019-09-18,0.0005981413,1.02399e-05,298265102.21,3,2,14.4399995804,2,9
2019-09-20,-0.0092998137,9.1685e-06,267200555.94,3,2,14.0500001907,4,9
2019-09-23,-0.0002347034,0.0001299614,3752271057.09,13,5,15.3199996948,0,9
2019-09-24,-0.0078468073,2.44492e-05,705735790.03,4,3,14.9099998474,1,9
2019-09-25,0.00591476,1.77886e-05,509445773.38,3,2,17.0499992371,2,9
2019-09-26,-0.002083177,2.35023e-05,677060711.69,1,3,15.9600000381,3,9
2019-09-27,-0.0053872259,9.35356e-05,2688990858.32,11,5,16.0699996948,4,9
2019-09-30,0.0046377628,0.000124296,3554051002.32,19,5,17.2199993134,0,9
2019-10-01,-0.0118947296,0.0002996582,8607995605.0,20,5,16.2399997711,1,10
2019-10-02,-0.0176646871,1.85996e-05,527936256.79,3,2,18.5599994659,2,10
2019-10-04,0.0135321,1.91317e-05,537818288.74,5,2,19.1200008392,4,10
2019-10-07,-0.0043146577,5.9092e-05,1683637321.87,6,4,17.0400009155,0,10
2019-10-08,-0.0155247305,9.9748e-06,282973095.47,2,2,17.8600006104,1,10
2019-10-09,0.009496379,4.8834e-06,136386755.83,1,1,20.2800006866,2,10
2019-10-11,0.0103669644,1.2262e-06,34803552.98,1,1,17.5699996948,4,10
2019-10-14,-0.0011137659,7.75536e-05,2224129435.85,8,4,15.5799999237,0,10
2019-10-15,0.0099002958,0.0001239223,3549961228.79,19,5,14.5699996948,1,10
2019-10-16,-0.0016060324,8.5583e-06,247593757.17,3,2,13.5399999619,2,10
2019-10-18,-0.0043771637,5.88596e-05,1705103512.04,12,4,13.7899999619,4,10
2019-10-21,0.0067791691,0.0001295743,3737206684.05,7,5,14.25,0,10
2019-10-22,-0.0032667106,1.21349e-05,352369626.53,5,2,14.0,1,10
2019-10-23,0.0029095853,7.50337e-05,2171691598.76,3,4,14.4600000381,2,10
2019-10-25,0.0040949862,2.3494e-06,68307344.22,1,1,13.7100000381,4,10
2019-10-28,0.0056365439,1.78412e-05,520849424.05,3,2,12.6499996185,0,10
2019-10-29,-0.0002967238,8.96526e-05,2632031138.74,4,5,13.1099996567,1,10
2019-10-30,0.0030672577,1.8237e-06,53524081.3,1,1,13.1999998093,2,10
2019-11-04,0.0040177057,6.05104e-05,1793106757.03,5,4,12.3000001907,0,11
2019-11-05,-0.0011061468,1.96753e-05,585381196.98,2,2,12.8299999237,1,11
2019-11-08,0.002466123,2.15192e-05,641928412.67,2,3,12.7299995422,4,11
2019-11-11,-0.0019097441,1.00772e-05,301350378.43,2,2,12.0699996948,0,11
2019-11-12,0.0021079743,6.8424e-06,204226045.65,1,1,12.6899995804,1,11
2019-11-14,0.0014557803,9.29422e-05,2780786528.19,1,5,13.0,3,11
2019-11-15,0.0072363781,1.60808e-05,481830811.4,4,2,13.0500001907,4,11
2019-11-18,0.0007376133,6.70313e-05,2022998817.75,9,4,12.0500001907,0,11
2019-11-19,-0.0002884313,7.60815e-05,2297825900.54,7,4,12.4600000381,1,11
2019-11-21,-0.001608907,7.3974e-06,222523691.05,1,1,12.779999733,3,11
