quarter,sector,role,flow_bn,level_bn,reval_bn,series_code
2019:Q1,Security brokers and dealers,holder,-9.291,100.193,13.011,FU663064105.Q
2019:Q1,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2019:Q1,Rest of the world,holder,-249.518,7103.361,856.293,FU263064105.Q
2019:Q2,All sectors,total,21.024,49525.325,1426.075,FU893064105.Q
2019:Q2,Nonfinancial corporate business,issuer,-7.704,32627.54,793.264,FU103164105.Q
2019:Q2,Domestic financial sectors,issuer,50.42,9376.093,428.443,FU793164105.Q
2019:Q2,U.S.-chartered depository institutions,issuer_detail,0.327,110.963,-1.946,FU763164105.Q
2019:Q2,Property-casualty insurance companies,issuer_detail,-1.204,913.627,66.219,FU513164105.Q
2019:Q2,"Life insurance companies, general accounts",issuer_detail,-3.542,218.74,20.576,FU543164175.Q
2019:Q2,Closed-end funds,issuer_detail,1.717,272.984,2.668,FU554090005.Q
2019:Q2,Exchange-traded funds,issuer_detail,65.444,3933.355,96.613,FU564090005.Q
2019:Q2,Government-sponsored enterprises,issuer_detail,0.022,117.011,0.384,FU403164105.Q
2019:Q2,Mortgage real estate investment trusts,issuer_detail,0.741,115.509,-1.45,FU643164105.Q
2019:Q2,Business development companies,issuer_detail,3.196,62.782,-0.519,FU453164105.Q
2019:Q2,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2019:Q2,Security brokers and dealers,issuer_detail,16.166,89.03,-12.795,FU663164105.Q
2019:Q2,Holding companies,issuer_detail,-29.949,2342.281,153.388,FU733164105.Q
2019:Q2,Other financial business,issuer_detail,-2.498,1199.811,105.305,FU503164105.Q
2019:Q2,Rest of the world,issuer,-21.692,7521.692,204.368,FU263164105.Q
2019:Q2,Households and nonprofit organizations,holder,-37.171,18252.537,468.618,FU153064105.Q
2019:Q2,Nonfinancial corporate business,holder,2.502,2105.393,76.745,FU103064103.Q
2019:Q2,Federal government,holder,0.0,111.676,0.572,FU313064105.Q
2019:Q2,State and local governments,holder,-1.212,123.647,4.335,FU213064103.Q
2019:Q2,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2019:Q2,U.S.-chartered depository institutions,holder,0.485,41.144,1.099,FU763064103.Q
2019:Q2,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2019:Q2,Property-casualty insurance companies,holder,-1.349,436.805,20.686,FU513064105.Q
2019:Q2,Life insurance companies,holder,0.354,641.963,20.083,FU543064105.Q
2019:Q2,"Private pension funds, including 403(b) plans",holder,-36.682,2497.64,87.98,FU573064105.Q
2019:Q2,Federal government pension funds,holder,-2.479,341.35,12.804,FU343064105.Q
2019:Q2,State and local government employee defined benefit pension funds,holder,-31.273,2376.353,64.013,FU223064145.Q
2019:Q2,Mutual funds,holder,-32.576,11183.989,336.4,FU653064100.Q
2019:Q2,Closed-end funds,holder,1.331,103.629,0.41,FU553064103.Q
2019:Q2,Exchange-traded funds,holder,24.122,3103.378,79.132,FU563064100.Q
2019:Q2,Business development companies,holder,-0.181,11.455,0.034,FU453064103.Q
2019:Q2,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2019:Q2,Hedge funds (domestic),holder,-18.773,542.636,19.49,FU623064105.Q
2019:Q2,Private debt funds,holder,-1.015,59.739,0.178,FU443064100.Q
2019:Q2,Security brokers and dealers,holder,11.92,115.716,3.603,FU663064105.Q
2019:Q2,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2019:Q2,Rest of the world,holder,143.021,7476.275,229.893,FU263064105.Q
2019:Q3,All sectors,total,-34.103,49535.754,44.532,FU893064105.Q
2019:Q3,Nonfinancial corporate business,issuer,-96.886,32782.644,251.99,FU103164105.Q
2019:Q3,Domestic financial sectors,issuer,42.941,9388.024,-31.01,FU793164105.Q
2019:Q3,U.S.-chartered depository institutions,issuer_detail,1.726,116.881,4.192,FU763164105.Q
2019:Q3,Property-casualty insurance companies,issuer_detail,-0.412,865.155,-48.06,FU513164105.Q
2019:Q3,"Life insurance companies, general accounts",issuer_detail,-5.152,204.155,-9.433,FU543164175.Q
2019:Q3,Closed-end funds,issuer_detail,1.606,274.228,-0.362,FU554090005.Q
2019:Q3,Exchange-traded funds,issuer_detail,84.838,4024.327,6.134,FU564090005.Q
2019:Q3,Government-sponsored enterprises,issuer_detail,0.0,119.354,2.343,FU403164105.Q
2019:Q3,Mortgage real estate investment trusts,issuer_detail,1.163,116.76,0.088,FU643164105.Q
2019:Q3,Business development companies,issuer_detail,2.213,63.753,-1.242,FU453164105.Q
2019:Q3,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2019:Q3,Security brokers and dealers,issuer_detail,0.652,90.294,0.612,FU663164105.Q
2019:Q3,Holding companies,issuer_detail,-41.055,2347.339,46.113,FU733164105.Q
2019:Q3,Other financial business,issuer_detail,-2.638,1165.778,-31.395,FU503164105.Q
2019:Q3,Rest of the world,issuer,19.842,7365.086,-176.448,FU263164105.Q
2019:Q3,Households and nonprofit organizations,holder,4.378,18190.448,-66.467,FU153064105.Q
2019:Q3,Nonfinancial corporate business,holder,2.532,2132.96,25.035,FU103064103.Q
2019:Q3,Federal government,holder,0.0,112.1,0.424,FU313064105.Q
2019:Q3,State and local governments,holder,-2.368,122.088,0.809,FU213064103.Q
2019:Q3,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2019:Q3,U.S.-chartered depository institutions,holder,-0.665,40.337,-0.142,FU763064103.Q
2019:Q3,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2019:Q3,Property-casualty insurance companies,holder,6.096,457.118,14.217,FU513064105.Q
2019:Q3,Life insurance companies,holder,2.868,647.391,2.56,FU543064105.Q
2019:Q3,"Private pension funds, including 403(b) plans",holder,-36.261,2477.726,16.347,FU573064105.Q
2019:Q3,Federal government pension funds,holder,-3.606,339.426,1.682,FU343064105.Q
2019:Q3,State and local government employee defined benefit pension funds,holder,69.796,2451.077,4.928,FU223064145.Q
2019:Q3,Mutual funds,holder,-54.842,11073.533,-55.614,FU653064100.Q
2019:Q3,Closed-end funds,holder,-0.004,103.065,-0.56,FU553064103.Q
2019:Q3,Exchange-traded funds,holder,40.775,3139.209,-4.944,FU563064100.Q
2019:Q3,Business development companies,holder,0.342,11.66,-0.137,FU453064103.Q
2019:Q3,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2019:Q3,Hedge funds (domestic),holder,-5.574,540.613,3.551,FU623064105.Q
2019:Q3,Private debt funds,holder,1.977,61.002,-0.714,FU443064100.Q
2019:Q3,Security brokers and dealers,holder,7.112,123.586,0.758,FU663064105.Q
2019:Q3,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2019:Q3,Rest of the world,holder,-66.659,7512.415,102.799,FU263064105.Q
2019:Q4,All sectors,total,-8.126,53325.518,3797.89,FU893064105.Q
2019:Q4,Nonfinancial corporate business,issuer,-82.853,35066.413,2366.622,FU103164105.Q
2019:Q4,Domestic financial sectors,issuer,48.939,10179.294,742.331,FU793164105.Q
2019:Q4,U.S.-chartered depository institutions,issuer_detail,0.987,125.869,8.001,FU763164105.Q
2019:Q4,Property-casualty insurance companies,issuer_detail,-3.29,896.564,34.699,FU513164105.Q
2019:Q4,"Life insurance companies, general accounts",issuer_detail,-2.968,211.664,10.477,FU543164175.Q
2019:Q4,Closed-end funds,issuer_detail,1.146,278.674,3.3,FU554090005.Q
2019:Q4,Exchange-traded funds,issuer_detail,126.533,4396.207,245.347,FU564090005.Q
2019:Q4,Government-sponsored enterprises,issuer_detail,0.0,116.91,-2.444,FU403164105.Q
2019:Q4,Mortgage real estate investment trusts,issuer_detail,-28.763,90.094,2.097,FU643164105.Q
2019:Q4,Business development companies,issuer_detail,2.175,64.553,-1.375,FU453164105.Q
2019:Q4,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2019:Q4,Security brokers and dealers,issuer_detail,3.119,99.709,6.296,FU663164105.Q
2019:Q4,Holding companies,issuer_detail,-46.052,2600.01,298.723,FU733164105.Q
2019:Q4,Other financial business,issuer_detail,-3.948,1299.04,137.21,FU503164105.Q
2019:Q4,Rest of the world,issuer,25.788,8079.811,688.937,FU263164105.Q
2019:Q4,Households and nonprofit organizations,holder,171.761,19536.497,1174.288,FU153064105.Q
2019:Q4,Nonfinancial corporate business,holder,2.748,2317.738,182.03,FU103064103.Q
2019:Q4,Federal government,holder,0.0,110.751,-1.349,FU313064105.Q
2019:Q4,State and local governments,holder,-12.098,120.392,10.402,FU213064103.Q
2019:Q4,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2019:Q4,U.S.-chartered depository institutions,holder,0.367,43.521,2.817,FU763064103.Q
2019:Q4,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2019:Q4,Property-casualty insurance companies,holder,-4.074,493.89,40.846,FU513064105.Q
2019:Q4,Life insurance companies,holder,1.465,682.855,33.999,FU543064105.Q
2019:Q4,"Private pension funds, including 403(b) plans",holder,-19.753,2669.072,211.099,FU573064105.Q
2019:Q4,Federal government pension funds,holder,1.124,370.695,30.145,FU343064105.Q
2019:Q4,State and local government employee defined benefit pension funds,holder,-47.305,2555.232,151.46,FU223064145.Q
2019:Q4,Mutual funds,holder,-102.435,11934.519,963.421,FU653064100.Q
2019:Q4,Closed-end funds,holder,1.17,107.181,2.946,FU553064103.Q
2019:Q4,Exchange-traded funds,holder,90.123,3476.225,246.893,FU563064100.Q
2019:Q4,Business development companies,holder,0.228,11.89,0.002,FU453064103.Q
2019:Q4,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2019:Q4,Hedge funds (domestic),holder,4.623,591.295,46.059,FU623064105.Q
2019:Q4,Private debt funds,holder,3.457,64.469,0.01,FU443064100.Q
2019:Q4,Security brokers and dealers,holder,-23.839,110.277,10.53,FU663064105.Q
2019:Q4,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2019:Q4,Rest of the world,holder,-75.688,8129.019,692.292,FU263064105.Q
2020:Q1,All sectors,total,202.707,41819.101,-11709.124,FU893064105.Q
2020:Q1,Nonfinancial corporate business,issuer,-74.483,28007.005,-6984.925,FU103164105.Q
2020:Q1,Domestic financial sectors,issuer,20.134,7641.547,-2557.881,FU793164105.Q
2020:Q1,U.S.-chartered depository institutions,issuer_detail,-2.372,77.296,-46.201,FU763164105.Q
2020:Q1,Property-casualty insurance companies,issuer_detail,-3.473,690.819,-202.272,FU513164105.Q
2020:Q1,"Life insurance companies, general accounts",issuer_detail,-5.899,125.691,-80.074,FU543164175.Q
2020:Q1,Closed-end funds,issuer_detail,2.818,231.312,-50.18,FU554090005.Q
2020:Q1,Exchange-traded funds,issuer_detail,72.471,3639.718,-828.96,FU564090005.Q
2020:Q1,Government-sponsored enterprises,issuer_detail,0.0,113.144,-3.766,FU403164105.Q
2020:Q1,Mortgage real estate investment trusts,issuer_detail,-17.449,39.297,-33.348,FU643164105.Q
2020:Q1,Business development companies,issuer_detail,2.548,58.252,-8.849,FU453164105.Q
2020:Q1,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2020:Q1,Security brokers and dealers,issuer_detail,7.882,71.431,-36.16,FU663164105.Q
2020:Q1,Holding companies,issuer_detail,-34.854,1527.331,-1037.825,FU733164105.Q
2020:Q1,Other financial business,issuer_detail,-1.538,1067.256,-230.246,FU503164105.Q
2020:Q1,Rest of the world,issuer,257.056,6170.549,-2166.318,FU263164105.Q
2020:Q1,Households and nonprofit organizations,holder,47.354,14915.297,-4668.554,FU153064105.Q
2020:Q1,Nonfinancial corporate business,holder,-27.454,1832.349,-457.935,FU103064103.Q
2020:Q1,Federal government,holder,0.0,109.954,-0.797,FU313064105.Q
2020:Q1,State and local governments,holder,22.161,116.858,-25.695,FU213064103.Q
2020:Q1,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2020:Q1,U.S.-chartered depository institutions,holder,1.14,33.365,-11.296,FU763064103.Q
2020:Q1,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2020:Q1,Property-casualty insurance companies,holder,-2.675,395.228,-95.987,FU513064105.Q
2020:Q1,Life insurance companies,holder,-2.974,587.555,-92.326,FU543064105.Q
2020:Q1,"Private pension funds, including 403(b) plans",holder,-61.384,2038.036,-569.652,FU573064105.Q
2020:Q1,Federal government pension funds,holder,-12.208,277.938,-80.549,FU343064105.Q
2020:Q1,State and local government employee defined benefit pension funds,holder,13.379,2178.736,-389.875,FU223064145.Q
2020:Q1,Mutual funds,holder,-63.143,9203.756,-2667.62,FU653064100.Q
2020:Q1,Closed-end funds,holder,1.93,79.652,-29.459,FU553064103.Q
2020:Q1,Exchange-traded funds,holder,49.334,2704.388,-821.171,FU563064100.Q
2020:Q1,Business development companies,holder,0.377,10.378,-1.889,FU453064103.Q
2020:Q1,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2020:Q1,Hedge funds (domestic),holder,18.267,483.364,-126.198,FU623064105.Q
2020:Q1,Private debt funds,holder,5.094,59.321,-10.242,FU443064100.Q
2020:Q1,Security brokers and dealers,holder,-7.543,79.198,-23.536,FU663064105.Q
2020:Q1,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2020:Q1,Rest of the world,holder,221.052,6713.728,-1636.343,FU263064105.Q
2020:Q2,All sectors,total,115.937,50578.492,8643.454,FU893064105.Q
2020:Q2,Nonfinancial corporate business,issuer,-6.819,34551.843,6551.657,FU103164105.Q
2020:Q2,Domestic financial sectors,issuer,143.749,8841.133,1055.837,FU793164105.Q
2020:Q2,U.S.-chartered depository institutions,issuer_detail,0.745,90.473,12.432,FU763164105.Q
2020:Q2,Property-casualty insurance companies,issuer_detail,0.469,701.974,10.686,FU513164105.Q
2020:Q2,"Life insurance companies, general accounts",issuer_detail,0.958,142.239,15.59,FU543164175.Q
2020:Q2,Closed-end funds,issuer_detail,-0.163,250.627,19.478,FU554090005.Q
2020:Q2,Exchange-traded funds,issuer_detail,133.589,4355.705,582.398,FU564090005.Q
2020:Q2,Government-sponsored enterprises,issuer_detail,0.077,114.089,0.868,FU403164105.Q
2020:Q2,Mortgage real estate investment trusts,issuer_detail,3.516,53.899,11.086,FU643164105.Q
2020:Q2,Business development companies,issuer_detail,2.031,61.52,1.237,FU453164105.Q
2020:Q2,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2020:Q2,Security brokers and dealers,issuer_detail,-5.43,99.345,33.344,FU663164105.Q
2020:Q2,Holding companies,issuer_detail,9.373,1719.273,182.569,FU733164105.Q
2020:Q2,Other financial business,issuer_detail,-1.416,1251.989,186.149,FU503164105.Q
2020:Q2,Rest of the world,issuer,-20.993,7185.516,1035.96,FU263164105.Q
2020:Q2,Households and nonprofit organizations,holder,237.106,18459.189,3306.786,FU153064105.Q
2020:Q2,Nonfinancial corporate business,holder,-32.932,2165.023,365.606,FU103064103.Q
2020:Q2,Federal government,holder,0.0,109.676,-0.278,FU313064105.Q
2020:Q2,State and local governments,holder,-15.107,126.9,25.149,FU213064103.Q
2020:Q2,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2020:Q2,U.S.-chartered depository institutions,holder,0.348,38.869,5.156,FU763064103.Q
2020:Q2,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2020:Q2,Property-casualty insurance companies,holder,-15.709,429.753,50.234,FU513064105.Q
2020:Q2,Life insurance companies,holder,-5.486,658.694,76.625,FU543064105.Q
2020:Q2,"Private pension funds, including 403(b) plans",holder,5.255,2481.885,438.594,FU573064105.Q
2020:Q2,Federal government pension funds,holder,4.734,342.54,59.868,FU343064105.Q
2020:Q2,State and local government employee defined benefit pension funds,holder,-48.184,2385.604,255.052,FU223064145.Q
2020:Q2,Mutual funds,holder,-66.674,11129.401,1992.319,FU653064100.Q
2020:Q2,Closed-end funds,holder,0.008,92.042,12.382,FU553064103.Q
2020:Q2,Exchange-traded funds,holder,26.997,3275.349,543.964,FU563064100.Q
2020:Q2,Business development companies,holder,0.143,10.818,0.297,FU453064103.Q
2020:Q2,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2020:Q2,Hedge funds (domestic),holder,-31.035,556.352,104.023,FU623064105.Q
2020:Q2,Private debt funds,holder,-0.39,60.629,1.698,FU443064100.Q
2020:Q2,Security brokers and dealers,holder,12.913,109.155,17.044,FU663064105.Q
2020:Q2,Other financial business,holder,7.974,7.974,0.0,FU503064105.Q
2020:Q2,Rest of the world,holder,35.976,8138.639,1388.935,FU263064105.Q
2020:Q3,All sectors,total,255.114,55146.902,4313.296,FU893064105.Q
2020:Q3,Nonfinancial corporate business,issuer,22.375,38115.187,3540.969,FU103164105.Q
2020:Q3,Domestic financial sectors,issuer,114.536,9350.464,394.795,FU793164105.Q
2020:Q3,U.S.-chartered depository institutions,issuer_detail,1.233,83.127,-8.579,FU763164105.Q
2020:Q3,Property-casualty insurance companies,issuer_detail,-0.301,790.128,88.455,FU513164105.Q
2020:Q3,"Life insurance companies, general accounts",issuer_detail,-2.059,144.619,4.439,FU543164175.Q
2020:Q3,Closed-end funds,issuer_detail,-0.048,258.132,7.553,FU554090005.Q
2020:Q3,Exchange-traded funds,issuer_detail,112.264,4725.232,257.263,FU564090005.Q
2020:Q3,Government-sponsored enterprises,issuer_detail,0.058,112.968,-1.179,FU403164105.Q
2020:Q3,Mortgage real estate investment trusts,issuer_detail,2.111,56.497,0.487,FU643164105.Q
2020:Q3,Business development companies,issuer_detail,-0.301,62.673,1.454,FU453164105.Q
2020:Q3,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2020:Q3,Security brokers and dealers,issuer_detail,0.186,100.985,1.454,FU663164105.Q
2020:Q3,Holding companies,issuer_detail,1.715,1705.001,-15.987,FU733164105.Q
2020:Q3,Other financial business,issuer_detail,-0.322,1311.102,59.435,FU503164105.Q
2020:Q3,Rest of the world,issuer,118.203,7681.251,377.532,FU263164105.Q
2020:Q3,Households and nonprofit organizations,holder,248.466,20434.697,1727.042,FU153064105.Q
2020:Q3,Nonfinancial corporate business,holder,-35.723,2312.758,183.458,FU103064103.Q
2020:Q3,Federal government,holder,0.0,108.9,-0.776,FU313064105.Q
2020:Q3,State and local governments,holder,-9.462,128.405,10.967,FU213064103.Q
2020:Q3,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2020:Q3,U.S.-chartered depository institutions,holder,0.564,42.074,2.641,FU763064103.Q
2020:Q3,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2020:Q3,Property-casualty insurance companies,holder,-7.607,462.099,39.953,FU513064105.Q
2020:Q3,Life insurance companies,holder,-1.752,695.395,38.453,FU543064105.Q
2020:Q3,"Private pension funds, including 403(b) plans",holder,-14.218,2682.161,214.494,FU573064105.Q
2020:Q3,Federal government pension funds,holder,-5.858,366.003,29.321,FU343064105.Q
2020:Q3,State and local government employee defined benefit pension funds,holder,62.907,2593.238,144.727,FU223064145.Q
2020:Q3,Mutual funds,holder,-170.429,11843.423,884.451,FU653064100.Q
2020:Q3,Closed-end funds,holder,0.006,95.573,3.525,FU553064103.Q
2020:Q3,Exchange-traded funds,holder,46.817,3562.703,240.537,FU563064100.Q
2020:Q3,Business development companies,holder,0.016,11.594,0.76,FU453064103.Q
2020:Q3,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2020:Q3,Hedge funds (domestic),holder,-2.131,602.303,48.082,FU623064105.Q
2020:Q3,Private debt funds,holder,-1.924,62.964,4.259,FU443064100.Q
2020:Q3,Security brokers and dealers,holder,21.564,140.153,9.434,FU663064105.Q
2020:Q3,Other financial business,holder,0.644,8.618,0.0,FU503064105.Q
2020:Q3,Rest of the world,holder,123.234,8993.841,731.968,FU263064105.Q
2020:Q4,All sectors,total,206.755,63935.76,8582.103,FU893064105.Q
2020:Q4,Nonfinancial corporate business,issuer,-14.831,43788.352,5687.996,FU103164105.Q
2020:Q4,Domestic financial sectors,issuer,199.343,11131.446,1581.639,FU793164105.Q
2020:Q4,U.S.-chartered depository institutions,issuer_detail,2.285,119.277,33.865,FU763164105.Q
2020:Q4,Property-casualty insurance companies,issuer_detail,-0.186,870.743,80.801,FU513164105.Q
2020:Q4,"Life insurance companies, general accounts",issuer_detail,-7.813,177.373,40.567,FU543164175.Q
2020:Q4,Closed-end funds,issuer_detail,0.207,278.548,20.209,FU554090005.Q
2020:Q4,Exchange-traded funds,issuer_detail,182.566,5449.361,541.563,FU564090005.Q
2020:Q4,Government-sponsored enterprises,issuer_detail,0.0,133.019,20.051,FU403164105.Q
2020:Q4,Mortgage real estate investment trusts,issuer_detail,3.542,69.942,9.903,FU643164105.Q
2020:Q4,Business development companies,issuer_detail,2.411,66.963,1.879,FU453164105.Q
2020:Q4,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2020:Q4,Security brokers and dealers,issuer_detail,12.966,105.786,-8.165,FU663164105.Q
2020:Q4,Holding companies,issuer_detail,5.548,2309.272,598.723,FU733164105.Q
2020:Q4,Other financial business,issuer_detail,-2.183,1551.162,242.243,FU503164105.Q
2020:Q4,Rest of the world,issuer,22.243,9015.962,1312.468,FU263164105.Q
2020:Q4,Households and nonprofit organizations,holder,125.089,24265.405,3705.619,FU153064105.Q
2020:Q4,Nonfinancial corporate business,holder,-39.898,2543.177,270.317,FU103064103.Q
2020:Q4,Federal government,holder,0.0,128.173,19.273,FU313064105.Q
2020:Q4,State and local governments,holder,-15.638,131.159,18.392,FU213064103.Q
2020:Q4,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2020:Q4,U.S.-chartered depository institutions,holder,0.896,49.008,6.038,FU763064103.Q
2020:Q4,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2020:Q4,Property-casualty insurance companies,holder,3.652,518.09,52.339,FU513064105.Q
2020:Q4,Life insurance companies,holder,8.753,769.765,65.617,FU543064105.Q
2020:Q4,"Private pension funds, including 403(b) plans",holder,-1.048,3065.296,384.183,FU573064105.Q
2020:Q4,Federal government pension funds,holder,-10.54,418.582,63.119,FU343064105.Q
2020:Q4,State and local government employee defined benefit pension funds,holder,-74.702,2908.572,390.036,FU223064145.Q
2020:Q4,Mutual funds,holder,-181.194,13391.07,1728.841,FU653064100.Q
2020:Q4,Closed-end funds,holder,-0.043,105.865,10.335,FU553064103.Q
2020:Q4,Exchange-traded funds,holder,137.022,4229.44,529.715,FU563064100.Q
2020:Q4,Business development companies,holder,0.906,13.269,0.769,FU453064103.Q
2020:Q4,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2020:Q4,Hedge funds (domestic),holder,-19.591,668.983,86.271,FU623064105.Q
2020:Q4,Private debt funds,holder,3.835,70.975,4.176,FU443064100.Q
2020:Q4,Security brokers and dealers,holder,-22.728,137.5,20.075,FU663064105.Q
2020:Q4,Other financial business,holder,0.158,8.776,0.0,FU503064105.Q
2020:Q4,Rest of the world,holder,291.826,10512.655,1226.988,FU263064105.Q
2021:Q1,All sectors,total,399.69,68585.549,4250.099,FU893064105.Q
2021:Q1,Nonfinancial corporate business,issuer,56.505,46708.637,2863.78,FU103164105.Q
2021:Q1,Domestic financial sectors,issuer,238.405,12403.501,1033.65,FU793164105.Q
2021:Q1,U.S.-chartered depository institutions,issuer_detail,-0.339,153.555,34.617,FU763164105.Q
2021:Q1,Property-casualty insurance companies,issuer_detail,-0.467,934.068,63.792,FU513164105.Q
2021:Q1,"Life insurance companies, general accounts",issuer_detail,-5.981,223.739,52.347,FU543164175.Q
2021:Q1,Closed-end funds,issuer_detail,6.788,289.67,4.334,FU554090005.Q
2021:Q1,Exchange-traded funds,issuer_detail,247.915,5909.739,212.463,FU564090005.Q
2021:Q1,Government-sponsored enterprises,issuer_detail,0.0,157.211,24.192,FU403164105.Q
2021:Q1,Mortgage real estate investment trusts,issuer_detail,0.945,77.63,6.743,FU643164105.Q
2021:Q1,Business development companies,issuer_detail,3.917,72.372,1.492,FU453164105.Q
2021:Q1,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2021:Q1,Security brokers and dealers,issuer_detail,1.008,100.795,-5.999,FU663164105.Q
2021:Q1,Holding companies,issuer_detail,-14.316,2827.142,532.186,FU733164105.Q
2021:Q1,Other financial business,issuer_detail,-1.065,1657.58,107.483,FU503164105.Q
2021:Q1,Rest of the world,issuer,104.78,9473.411,352.669,FU263164105.Q
2021:Q1,Households and nonprofit organizations,holder,395.244,26626.117,1965.468,FU153064105.Q
2021:Q1,Nonfinancial corporate business,holder,-23.217,2691.108,171.148,FU103064103.Q
2021:Q1,Federal government,holder,0.0,152.616,24.443,FU313064105.Q
2021:Q1,State and local governments,holder,-25.285,113.843,7.969,FU213064103.Q
2021:Q1,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2021:Q1,U.S.-chartered depository institutions,holder,1.024,53.666,3.634,FU763064103.Q
2021:Q1,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2021:Q1,Property-casualty insurance companies,holder,0.701,546.314,27.523,FU513064105.Q
2021:Q1,Life insurance companies,holder,-7.308,791.557,29.1,FU543064105.Q
2021:Q1,"Private pension funds, including 403(b) plans",holder,-54.741,3196.806,186.251,FU573064105.Q
2021:Q1,Federal government pension funds,holder,4.59,449.244,26.072,FU343064105.Q
2021:Q1,State and local government employee defined benefit pension funds,holder,-76.917,2972.636,140.981,FU223064145.Q
2021:Q1,Mutual funds,holder,-119.268,13977.907,706.105,FU653064100.Q
2021:Q1,Closed-end funds,holder,4.182,114.866,4.819,FU553064103.Q
2021:Q1,Exchange-traded funds,holder,209.418,4692.646,253.788,FU563064100.Q
2021:Q1,Business development companies,holder,0.602,14.664,0.793,FU453064103.Q
2021:Q1,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2021:Q1,Hedge funds (domestic),holder,4.144,713.775,40.648,FU623064105.Q
2021:Q1,Private debt funds,holder,4.038,79.255,4.242,FU443064100.Q
2021:Q1,Security brokers and dealers,holder,0.66,146.514,8.354,FU663064105.Q
2021:Q1,Other financial business,holder,-0.269,8.507,0.0,FU503064105.Q
2021:Q1,Rest of the world,holder,82.092,11243.508,648.761,FU263064105.Q
2021:Q2,All sectors,total,332.241,74116.092,5198.302,FU893064105.Q
2021:Q2,Nonfinancial corporate business,issuer,17.097,50527.398,3801.664,FU103164105.Q
2021:Q2,Domestic financial sectors,issuer,225.821,13481.681,852.359,FU793164105.Q
2021:Q2,U.S.-chartered depository institutions,issuer_detail,1.607,150.358,-4.804,FU763164105.Q
2021:Q2,Property-casualty insurance companies,issuer_detail,-1.391,987.799,55.122,FU513164105.Q
2021:Q2,"Life insurance companies, general accounts",issuer_detail,-5.574,227.69,9.525,FU543164175.Q
2021:Q2,Closed-end funds,issuer_detail,3.888,300.285,6.727,FU554090005.Q
2021:Q2,Exchange-traded funds,issuer_detail,247.947,6491.253,333.567,FU564090005.Q
2021:Q2,Government-sponsored enterprises,issuer_detail,0.121,186.944,29.612,FU403164105.Q
2021:Q2,Mortgage real estate investment trusts,issuer_detail,0.807,82.792,4.355,FU643164105.Q
2021:Q2,Business development companies,issuer_detail,4.314,79.567,2.881,FU453164105.Q
2021:Q2,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2021:Q2,Security brokers and dealers,issuer_detail,0.186,104.98,3.999,FU663164105.Q
2021:Q2,Holding companies,issuer_detail,-25.971,2996.997,195.826,FU733164105.Q
2021:Q2,Other financial business,issuer_detail,-0.113,1873.016,215.549,FU503164105.Q
