cik,entityName,val,accn,end,fy,fp,form,filed,frame,year,tag,is_10k
14693,BROWN-FORMAN CORPORATION,400000000.0,0000014693-26-000024,2026-04-30,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",33800000.0,0000016918-18-000033,2016-02-29,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",1122700000.0,0000016918-19-000024,2017-02-28,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",1038500000.0,0000016918-20-000078,2018-02-28,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",504300000.0,0000016918-21-000060,2019-02-28,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",50000000.0,0000016918-22-000069,2020-02-29,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",0.0,0000016918-23-000045,2021-02-28,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",1390500000.0,0000016918-24-000054,2022-02-28,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",1700200000.0,0000016918-25-000022,2023-02-28,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",249700000.0,0000016918-26-000011,2024-02-29,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",1123800000.0,0000016918-26-000011,2025-02-28,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
16918,"CONSTELLATION BRANDS, INC.",924100000.0,0000016918-26-000011,2026-02-28,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,2025000000.0,0000018230-18-000042,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,0.0,0000018230-19-000034,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,0.0,0000018230-20-000056,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,3798000000.0,0000018230-21-000063,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,4047000000.0,0000018230-22-000050,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,1130000000.0,0000018230-23-000011,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,2668000000.0,0000018230-24-000009,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,4230000000.0,0000018230-25-000008,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,4975000000.0,0000018230-26-000008,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,7697000000.0,0000018230-26-000008,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
18230,CATERPILLAR INC,5190000000.0,0000018230-26-000008,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
19617,JPMORGAN CHASE & CO,5616000000.0,0000019617-18-000057,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
19617,JPMORGAN CHASE & CO,9082000000.0,0000019617-19-000054,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
19617,JPMORGAN CHASE & CO,15410000000.0,0000019617-20-000257,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
19617,JPMORGAN CHASE & CO,19983000000.0,0000019617-21-000236,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
19617,JPMorgan Chase & Co,24001000000.0,0000019617-22-000272,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
19617,JPMorgan Chase & Co,6517000000.0,0000019617-23-000231,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
19617,JPMorgan Chase & Co,18408000000.0,0000019617-24-000225,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
19617,JPMorgan Chase & Co,3162000000.0,0000019617-25-000270,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
19617,JPMorgan Chase & Co,9824000000.0,0001628280-26-008131,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
19617,JPMorgan Chase & Co,18830000000.0,0001628280-26-008131,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
19617,JPMorgan Chase & Co,31591000000.0,0001628280-26-008131,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
20286,CINCINNATI FINANCIAL CORP,53000000.0,0000020286-18-000012,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
20286,CINCINNATI FINANCIAL CORP,39000000.0,0000020286-19-000012,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
20286,CINCINNATI FINANCIAL CORP,92000000.0,0000020286-20-000011,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
20286,CINCINNATI FINANCIAL CORP,125000000.0,0000020286-21-000013,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
20286,Cincinnati Financial Corporation,67000000.0,0000020286-22-000012,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
20286,Cincinnati Financial Corporation,261000000.0,0000020286-23-000008,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
20286,Cincinnati Financial Corporation,144000000.0,0000020286-24-000014,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
20286,Cincinnati Financial Corporation,410000000.0,0000020286-25-000009,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
20286,Cincinnati Financial Corporation,67000000.0,0000020286-26-000008,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
20286,Cincinnati Financial Corporation,126000000.0,0000020286-26-000008,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
20286,Cincinnati Financial Corporation,205000000.0,0000020286-26-000008,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
21076,CLOROX CO /DE/,434000000.0,0001628280-17-008700,2015-06-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
21076,CLOROX CO /DE/,254000000.0,0000021076-18-000011,2016-06-30,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
21076,CLOROX CO /DE/,183000000.0,0000021076-19-000012,2017-06-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
21076,CLOROX CO /DE/,271000000.0,0000021076-20-000016,2018-06-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
21076,CLOROX CO /DE/,661000000.0,0000021076-21-000016,2019-06-30,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
21076,THE CLOROX COMPANY,248000000.0,0000021076-22-000026,2020-06-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
21076,THE CLOROX COMPANY,905000000.0,0000021076-23-000037,2021-06-30,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
21076,THE CLOROX COMPANY,25000000.0,0000021076-24-000030,2022-06-30,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
21076,THE CLOROX COMPANY,0.0,0000021076-25-000039,2023-06-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
21076,THE CLOROX COMPANY,0.0,0000021076-25-000039,2024-06-30,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
21076,THE CLOROX COMPANY,332000000.0,0000021076-25-000039,2025-06-30,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,3564000000.0,0000021344-18-000008,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,3681000000.0,0000021344-19-000039,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,3682000000.0,0000021344-20-000006,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,1912000000.0,0000021344-21-000008,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,1103000000.0,0000021344-22-000009,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,118000000.0,0000021344-23-000011,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,111000000.0,0000021344-24-000009,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,1418000000.0,0000021344-25-000047,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,2289000000.0,0001628280-26-010047,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,1795000000.0,0001628280-26-010047,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
21344,COCA COLA CO,746000000.0,0001628280-26-010047,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1551000000.0,0000021665-18-000006,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1335000000.0,0000021665-19-000003,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1399000000.0,0000021665-20-000004,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1238000000.0,0000021665-21-000007,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1202000000.0,0000021665-22-000003,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1476000000.0,0000021665-23-000007,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1320000000.0,0000021665-24-000003,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1308000000.0,0000021665-25-000008,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1128000000.0,0000021665-26-000006,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1739000000.0,0000021665-26-000006,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
21665,COLGATE-PALMOLIVE COMPANY,1210000000.0,0000021665-26-000006,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
24545,MOLSON COORS BEVERAGE COMPANY,0.0,0000024545-23-000006,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
24545,Molson Coors Beverage Company,0.0,0000024545-24-000005,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
24545,Molson Coors Beverage Company,51500000.0,0000024545-25-000007,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
24545,MOLSON COORS BEVERAGE COMPANY,205800000.0,0000024545-26-000006,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
24545,MOLSON COORS BEVERAGE COMPANY,643400000.0,0000024545-26-000006,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
24545,MOLSON COORS BEVERAGE COMPANY,647900000.0,0000024545-26-000006,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,3228000000.0,0000024741-18-000010,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,4227000000.0,0000024741-19-000016,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,2452000000.0,0000024741-20-000014,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,2227000000.0,0001562762-21-000023,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,940000000.0,0001437749-22-003247,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,105000000.0,0001437749-23-003123,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,274000000.0,0001437749-24-003735,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,221000000.0,0001628280-25-005347,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,165000000.0,0000024741-26-000124,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
24741,CORNING INC /NY,163000000.0,0000024741-26-000124,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,900000000.0,0000026172-18-000011,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,778000000.0,0000026172-19-000009,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,451000000.0,0000026172-20-000009,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,1140000000.0,0000026172-21-000012,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,1271000000.0,0000026172-22-000008,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,641000000.0,0000026172-23-000005,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,1402000000.0,0000026172-24-000012,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,374000000.0,0000026172-25-000007,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,0.0,0000026172-25-000007,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
26172,CUMMINS INC.,0.0,0000026172-25-000007,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORP,3483000000.0,0000027419-18-000010,2016-01-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORP,3706000000.0,0000027419-19-000006,2017-01-28,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORP,1046000000.0,0000027419-20-000008,2018-02-03,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORPORATION,2124000000.0,0000027419-21-000010,2019-02-02,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORP,1565000000.0,0000027419-22-000007,2020-02-01,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORPORATION,745000000.0,0000027419-23-000015,2021-01-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORPORATION,7188000000.0,0000027419-24-000032,2022-01-29,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORPORATION,2646000000.0,0000027419-25-000018,2023-01-28,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORPORATION,0.0,0000027419-26-000016,2024-02-03,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORPORATION,1007000000.0,0000027419-26-000016,2025-02-01,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
27419,TARGET CORPORATION,408000000.0,0000027419-26-000016,2026-01-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
27904,"DELTA AIR LINES, INC.",2200000000.0,0000027904-18-000006,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
27904,"DELTA AIR LINES, INC.",2601000000.0,0000027904-19-000003,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
27904,"DELTA AIR LINES, INC.",1677000000.0,0000027904-20-000004,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
27904,"DELTA AIR LINES, INC.",1575000000.0,0000027904-21-000003,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
27904,"DELTA AIR LINES, INC.",2027000000.0,0000027904-22-000003,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
27904,"DELTA AIR LINES, INC.",344000000.0,0000027904-23-000003,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
27904,"DELTA AIR LINES, INC.",0.0,0000027904-23-000003,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
27904,"DELTA AIR LINES, INC.",0.0,0000027904-23-000003,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
29534,DOLLAR GENERAL CORPORATION,1299613000.0,0001558370-18-002366,2016-01-29,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
29534,DOLLAR GENERAL CORPORATION,990474000.0,0001558370-19-002383,2017-02-03,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
29534,DOLLAR GENERAL CORPORATION,579712000.0,0001558370-20-002915,2018-02-02,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
29534,DOLLAR GENERAL CORPORATION,1007494000.0,0001558370-21-003245,2019-02-01,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
29534,DOLLAR GENERAL CORPORATION,1200376000.0,0001558370-22-003921,2020-01-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
29534,DOLLAR GENERAL CORPORATION,2466434000.0,0001558370-23-004574,2021-01-29,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
29534,DOLLAR GENERAL CORPORATION,2549669000.0,0001558370-24-003813,2022-01-28,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
29534,DOLLAR GENERAL CORPORATION,2748014000.0,0001558370-25-003413,2023-02-03,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
29905,DOVER Corp,600164000.0,0000029905-18-000019,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
29905,DOVER Corp,0.0,0000029905-19-000019,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
29905,DOVER Corp,105023000.0,0000029905-20-000011,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
29905,DOVER Corp,894977000.0,0000029905-21-000010,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
29905,Dover Corporation,143280000.0,0000029905-22-000009,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
29905,Dover Corporation,106279000.0,0000029905-23-000008,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
29905,Dover Corporation,21637000.0,0000029905-24-000008,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
29905,Dover Corporation,585000000.0,0000029905-25-000006,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
29905,Dover Corporation,0.0,0000029905-26-000009,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
29905,Dover Corporation,500000000.0,0000029905-26-000009,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
29905,Dover Corporation,540700000.0,0000029905-26-000009,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
29989,OMNICOM GROUP INC.,727500000.0,0000029989-18-000004,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
29989,OMNICOM GROUP INC.,602200000.0,0000029989-19-000007,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
29989,OMNICOM GROUP INC.,568400000.0,0000029989-20-000005,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
29989,OMNICOM GROUP INC.,581300000.0,0000029989-21-000004,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
29989,OMNICOM GROUP INC.,610200000.0,0000029989-22-000012,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
29989,OMNICOM GROUP INC.,222000000.0,0000029989-23-000005,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
29989,OMNICOM GROUP INC.,527300000.0,0000029989-24-000007,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
29989,OMNICOM GROUP INC.,611400000.0,0000029989-25-000009,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
29989,Omnicom Group Inc.,570800000.0,0000029989-26-000006,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
29989,Omnicom Group Inc.,370700000.0,0000029989-26-000006,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
29989,Omnicom Group Inc.,707900000.0,0000029989-26-000006,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,755100000.0,0001558370-18-000999,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,739600000.0,0001558370-19-001379,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,600300000.0,0001558370-20-011283,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,562400000.0,0001558370-21-001916,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,353700000.0,0001558370-22-002059,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,146200000.0,0001558370-23-001969,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,106600000.0,0001558370-24-001581,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,518200000.0,0001558370-25-001263,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,13700000.0,0001104659-26-018357,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,986500000.0,0001104659-26-018357,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
31462,ECOLAB INC.,783800000.0,0001104659-26-018357,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
31791,"PERKINELMER, INC",76439000.0,0000031791-18-000004,2016-01-03,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
31791,"PERKINELMER, INC",151801000.0,0000031791-19-000003,2017-01-01,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
31791,"PERKINELMER, INC",3834000.0,0000031791-20-000003,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
31791,"PERKINELMER, INC",57445000.0,0000031791-21-000003,2018-12-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
31791,"PERKINELMER, INC.",6313000.0,0000031791-22-000003,2019-12-29,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
31791,"PERKINELMER, INC.",6944000.0,0000031791-23-000004,2021-01-03,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
31791,"REVVITY, INC.",73072000.0,0000031791-24-000004,2022-01-02,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
31791,"REVVITY, INC.",80638000.0,0000031791-25-000009,2023-01-01,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
